nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	name	
Nuniverse	Rp	Porb	Mp	ep	ip	Omegap	omegap	thetap	Abond	AgeomVIS	AgeomMIR	z	ap	rp	AngSep	maxAngSep	Fp	fp	Tp	Nstar	Rs	Ms	Ts	Ds	Stype	RA	Dec	lGal	bGal	name	
0	1.02465	107.53557	0.82996	0.00000	2.65523	3.66246	2.45056	3.86097	0.47240	0.50384	0.07372	22.61503	0.32611	0.32611	0.02763	0.02763	0.19636	0.31172	157.90474	319	0.39300	0.40000	3500.00000	11.80337	M	100.05827	-5.87316	216.89895	-5.15931	BD-051737
0	1.07471	11.32063	0.79624	0.00000	1.52552	4.74941	3.64771	2.36589	0.15811	0.44879	0.03707	2.47240	0.08036	0.08036	0.00391	0.00406	8.32777	0.46267	452.89674	320	0.53500	0.54000	3800.00000	19.79167	M	255.70661	-6.06840	14.14338	20.83511	BD-054394
0	1.57476	16.79025	3.26278	0.00000	1.52552	3.62291	1.52035	4.79115	0.42020	0.43374	0.05300	2.47240	0.10451	0.10451	0.00528	0.00528	4.92357	0.30430	361.77959	320	0.53500	0.54000	3800.00000	19.79167	M	255.70661	-6.06840	14.14338	20.83511	BD-054394
0	0.72581	24.15587	0.15467	0.00000	1.52552	1.18476	1.81341	5.63216	0.46183	0.04459	0.02002	2.47240	0.13318	0.13318	0.00269	0.00673	3.03151	0.00723	314.55657	320	0.53500	0.54000	3800.00000	19.79167	M	255.70661	-6.06840	14.14338	20.83511	BD-054394
0	1.58254	32.09868	5.14948	0.00000	1.52552	0.95796	4.96881	6.19493	0.02688	0.17508	0.07859	2.47240	0.16098	0.16098	0.00141	0.00813	2.07510	0.98544	331.78404	320	0.53500	0.54000	3800.00000	19.79167	M	255.70661	-6.06840	14.14338	20.83511	BD-054394
0	1.01724	42.52715	0.76388	0.00000	1.52552	1.62034	1.60560	0.38243	0.45997	0.34726	0.00897	2.47240	0.19418	0.19418	0.00400	0.00981	1.42605	0.00770	260.73103	320	0.53500	0.54000	3800.00000	19.79167	M	255.70661	-6.06840	14.14338	20.83511	BD-054394
0	1.17925	67.79660	1.78795	0.00000	1.52552	1.72412	4.18972	2.46269	0.14649	0.14002	0.09483	2.47240	0.26500	0.26500	0.01249	0.01339	0.76574	0.15897	250.25100	320	0.53500	0.54000	3800.00000	19.79167	M	255.70661	-6.06840	14.14338	20.83511	BD-054394
0	0.58538	38.84788	0.19032	0.00000	2.68167	3.24682	3.82028	0.12764	0.35827	0.23667	0.01496	254.40255	0.14329	0.14329	0.01542	0.01628	0.41459	0.49497	199.89341	321	0.29100	0.26000	3250.00000	8.80282	M	332.41810	-4.64074	55.89060	-45.39912	BD-055715
0	1.84753	97.90435	2.88098	0.00000	2.68167	0.93588	1.10982	2.34690	0.63103	0.00151	0.06172	254.40255	0.26536	0.26536	0.02986	0.03014	0.12089	0.39011	127.90712	321	0.29100	0.26000	3250.00000	8.80282	M	332.41810	-4.64074	55.89060	-45.39912	BD-055715
0	0.51465	142.72118	0.07330	0.00000	2.68167	1.68755	0.11988	3.98571	0.66047	0.27255	0.07950	254.40255	0.34116	0.34116	0.03609	0.03876	0.07314	0.52203	110.48547	321	0.29100	0.26000	3250.00000	8.80282	M	332.41810	-4.64074	55.89060	-45.39912	BD-055715
0	1.60222	1.89527	6.07894	0.00000	0.61005	2.55684	3.47606	1.96203	0.10344	0.17918	0.05815	3.00390	0.02441	0.02441	0.00121	0.00133	90.25279	0.56229	834.76358	322	0.53500	0.54000	3800.00000	18.28658	M	213.37998	-6.95898	336.13216	50.54543	BD-063950
0	0.77679	11.63161	0.19838	0.00000	0.61005	4.76886	2.48044	0.47313	0.37098	0.56319	0.04659	3.00390	0.08182	0.08182	0.00445	0.00447	8.03223	0.26659	417.28061	322	0.53500	0.54000	3800.00000	18.28658	M	213.37998	-6.95898	336.13216	50.54543	BD-063950
0	0.53502	85.57515	0.14839	0.00000	0.61005	4.01287	2.81853	2.14118	0.20115	0.26895	0.06986	3.00390	0.30950	0.30950	0.01407	0.01693	0.56134	0.64655	227.75942	322	0.53500	0.54000	3800.00000	18.28658	M	213.37998	-6.95898	336.13216	50.54543	BD-063950
0	0.54655	2.78100	0.06608	0.00000	2.45263	3.16890	5.37015	5.32613	0.10069	0.45930	0.02921	6.57305	0.02852	0.02852	0.00127	0.00160	25.67591	0.68282	610.11552	323	0.39300	0.40000	3500.00000	17.81141	M	358.91576	-6.14260	88.13636	-65.17513	BD-066318
0	0.62667	6.23874	0.18642	0.00000	2.45263	1.06179	2.85159	1.33854	0.49213	0.00989	0.02767	6.57305	0.04887	0.04887	0.00229	0.00274	8.74307	0.64347	404.02412	323	0.39300	0.40000	3500.00000	17.81141	M	358.91576	-6.14260	88.13636	-65.17513	BD-066318
0	0.54337	0.80764	0.09599	0.00000	0.61686	1.89645	5.97901	1.51377	0.10895	0.15918	0.03823	0.69254	0.01478	0.01478	0.00079	0.00094	654.85334	0.09560	1367.93356	324	0.67200	0.66000	4330.00000	15.69713	K	58.64778	-6.82601	196.49722	-42.09762	BD-07699
0	1.35418	1.99227	2.44048	0.00000	0.61686	0.32358	1.50340	5.35902	0.21699	0.53494	0.00836	0.69254	0.02698	0.02698	0.00163	0.00172	196.47518	0.17608	980.21785	324	0.67200	0.66000	4330.00000	15.69713	K	58.64778	-6.82601	196.49722	-42.09762	BD-07699
0	0.55383	2.46550	0.10871	0.00000	0.61686	5.78665	1.45800	0.01667	0.58356	0.00827	0.05202	0.69254	0.03110	0.03110	0.00162	0.00198	147.87608	0.08481	779.67784	324	0.67200	0.66000	4330.00000	15.69713	K	58.64778	-6.82601	196.49722	-42.09762	BD-07699
0	1.13672	3.02458	1.13287	0.00000	0.61686	4.52139	0.12950	0.40035	0.29526	0.52213	0.01155	0.69254	0.03564	0.03564	0.00217	0.00227	112.60290	0.18583	830.70766	324	0.67200	0.66000	4330.00000	15.69713	K	58.64778	-6.82601	196.49722	-42.09762	BD-07699
0	1.44560	6.80863	1.42320	0.00000	0.61686	4.15930	5.79224	2.48893	0.45899	0.30885	0.01985	0.69254	0.06122	0.06122	0.00332	0.00390	38.16727	0.10030	593.30567	324	0.67200	0.66000	4330.00000	15.69713	K	58.64778	-6.82601	196.49722	-42.09762	BD-07699
0	2.66449	8.63262	5.95415	0.00000	1.69570	4.00008	5.77199	1.29719	0.22771	0.12471	0.01886	901.32331	0.05257	0.05257	0.00594	0.00835	3.08028	0.04958	345.65731	325	0.29100	0.26000	3250.00000	6.29924	M	229.86178	-7.72228	354.07763	40.01870	BD-074003
0	1.11075	51.56358	1.57873	0.00000	1.69570	5.15413	4.92756	3.36321	0.11047	0.55823	0.02355	901.32331	0.17306	0.17306	0.01203	0.02747	0.28422	0.00967	197.35936	325	0.29100	0.26000	3250.00000	6.29924	M	229.86178	-7.72228	354.07763	40.01870	BD-074003
0	1.83336	82.35878	5.83192	0.00000	1.69570	3.88867	5.18723	2.45556	0.35733	0.19968	0.02814	901.32331	0.23647	0.23647	0.00910	0.03754	0.15223	0.00155	155.65945	325	0.29100	0.26000	3250.00000	6.29924	M	229.86178	-7.72228	354.07763	40.01870	BD-074003
0	1.83064	173.19237	2.15490	0.00000	1.69570	4.99552	4.41094	3.11232	0.32554	0.17796	0.01748	901.32331	0.38813	0.38813	0.02128	0.06162	0.05650	0.00460	122.97338	325	0.29100	0.26000	3250.00000	6.29924	M	229.86178	-7.72228	354.07763	40.01870	BD-074003
0	2.61181	24.05769	3.77263	0.00000	1.09383	5.57695	1.19514	4.29110	0.66389	0.28865	0.04996	3.49292	0.12682	0.12682	0.00737	0.00954	2.10407	0.70276	255.23444	326	0.46000	0.47000	3650.00000	13.29246	M	239.97242	-8.25321	1.97983	32.27325	BD-074156
0	4.51634	30.26246	22.92664	0.00000	2.72056	4.93474	1.26202	4.07967	0.61446	0.18754	0.00173	0.84110	0.16294	0.16294	0.01059	0.01122	3.98300	0.50106	309.83081	327	0.65400	0.63000	4070.00000	14.51640	K	136.68896	-8.80684	238.17968	24.82338	BD-082582
0	1.91155	358.02573	3.13020	0.00000	2.72056	3.74671	1.23003	3.67816	0.31190	0.02356	0.03265	0.84110	0.84598	0.84598	0.05339	0.05828	0.14775	0.54470	157.16257	327	0.65400	0.63000	4070.00000	14.51640	K	136.68896	-8.80684	238.17968	24.82338	BD-082582
0	0.77669	453.45621	0.18642	0.00000	2.72056	5.38458	4.12605	6.03572	0.11281	0.56071	0.03213	0.84110	0.99032	0.99032	0.06560	0.06822	0.10782	0.46773	154.78650	327	0.65400	0.63000	4070.00000	14.51640	K	136.68896	-8.80684	238.17968	24.82338	BD-082582
0	2.14617	2.91097	9.01530	0.00000	2.71151	4.71854	1.63835	6.07476	0.70252	0.05291	0.02882	3.22146	0.03249	0.03249	0.00150	0.00165	50.92983	0.13943	549.11458	328	0.53500	0.54000	3800.00000	19.68504	M	70.12192	-9.19611	205.98382	-33.22887	BD-09956
0	1.10527	21.88068	1.86368	0.00000	2.71151	2.37729	5.83902	3.49585	0.25686	0.02755	0.06694	3.22146	0.12468	0.12468	0.00633	0.00633	3.45893	0.29982	352.41640	328	0.53500	0.54000	3800.00000	19.68504	M	70.12192	-9.19611	205.98382	-33.22887	BD-09956
0	1.07493	41.69448	0.86512	0.00000	2.71151	2.63921	6.24506	2.29427	0.69297	0.01340	0.06108	3.22146	0.19164	0.19164	0.00921	0.00974	1.46415	0.17364	227.90000	328	0.53500	0.54000	3800.00000	19.68504	M	70.12192	-9.19611	205.98382	-33.22887	BD-09956
0	1.11893	52.26235	1.28300	0.00000	2.71151	2.94554	4.56028	5.20091	0.51343	0.52811	0.05932	3.22146	0.22279	0.22279	0.01121	0.01132	1.08335	0.39015	237.15575	328	0.53500	0.54000	3800.00000	19.68504	M	70.12192	-9.19611	205.98382	-33.22887	BD-09956
0	2.07543	71.06497	1.78795	0.00000	2.71151	3.72950	5.34449	6.22926	0.45398	0.40768	0.00244	3.22146	0.27345	0.27345	0.01302	0.01389	0.71914	0.51251	220.32263	328	0.53500	0.54000	3800.00000	19.68504	M	70.12192	-9.19611	205.98382	-33.22887	BD-09956
0	1.75837	120.24177	3.93242	0.00000	2.71151	4.85446	3.87855	1.59154	0.37634	0.51421	0.08159	3.22146	0.38827	0.38827	0.01880	0.01972	0.35668	0.48446	191.14418	328	0.53500	0.54000	3800.00000	19.68504	M	70.12192	-9.19611	205.98382	-33.22887	BD-09956
0	1.86524	2.02436	18.24955	0.00000	1.23225	3.92988	0.88051	2.50189	0.29989	0.23260	0.01589	5.89023	0.02435	0.02435	0.00185	0.00190	57.06205	0.43888	699.73160	329	0.46000	0.47000	3650.00000	12.82046	M	156.29515	-10.22869	254.42018	38.49855	BD-093070
0	1.51344	7.83768	4.09898	0.00000	1.23225	0.24874	3.55530	1.07348	0.76209	0.36347	0.09712	5.89023	0.06004	0.06004	0.00160	0.00468	9.38602	0.94438	340.23296	329	0.46000	0.47000	3650.00000	12.82046	M	156.29515	-10.22869	254.42018	38.49855	BD-093070
0	1.00952	13.29886	1.08683	0.00000	1.23225	3.24760	3.62467	2.45917	0.40896	0.53700	0.08589	5.89023	0.08542	0.08542	0.00655	0.00666	4.63780	0.41727	358.12607	329	0.46000	0.47000	3650.00000	12.82046	M	156.29515	-10.22869	254.42018	38.49855	BD-093070
0	1.41993	27.93283	9.39715	0.00000	1.23225	2.11739	1.55578	0.96554	0.40738	0.48647	0.03381	5.89023	0.14009	0.14009	0.00914	0.01093	1.72416	0.09334	279.82901	329	0.46000	0.47000	3650.00000	12.82046	M	156.29515	-10.22869	254.42018	38.49855	BD-093070
0	1.54909	6.72869	6.07894	0.00000	2.49892	5.98155	3.58398	4.52304	0.76714	0.09159	0.04294	0.77620	0.05424	0.05424	0.00394	0.00484	11.50335	0.08345	356.06834	330	0.46000	0.47000	3650.00000	11.21443	M	69.42444	-11.03888	207.61798	-34.65349	BD-11916
0	2.21887	11.17177	5.48009	0.00000	2.49892	2.16018	1.33136	1.27662	0.60475	0.07942	0.07830	0.77620	0.07605	0.07605	0.00646	0.00678	5.85108	0.18079	343.22590	330	0.46000	0.47000	3650.00000	11.21443	M	69.42444	-11.03888	207.61798	-34.65349	BD-11916
0	1.85897	20.23299	2.29325	0.00000	2.49892	4.78868	2.75079	1.69754	0.24135	0.54008	0.01394	0.77620	0.11299	0.11299	0.00822	0.01008	2.65044	0.66253	331.43157	330	0.46000	0.47000	3650.00000	11.21443	M	69.42444	-11.03888	207.61798	-34.65349	BD-11916
0	1.61109	81.41438	2.15490	0.00000	2.49892	1.77835	1.38006	5.18288	0.14992	0.39999	0.03998	0.77620	0.28585	0.28585	0.02514	0.02549	0.41412	0.23993	214.38815	330	0.46000	0.47000	3650.00000	11.21443	M	69.42444	-11.03888	207.61798	-34.65349	BD-11916
0	1.06865	118.16125	0.70306	0.00000	2.49892	4.87178	0.84553	3.02698	0.45941	0.42433	0.07925	0.77620	0.36643	0.36643	0.02995	0.03267	0.25202	0.54419	169.09392	330	0.46000	0.47000	3650.00000	11.21443	M	69.42444	-11.03888	207.61798	-34.65349	BD-11916
0	1.06785	6.11627	0.81293	0.00000	1.04656	3.67650	3.17375	4.67166	0.30875	0.19135	0.09428	183.88292	0.05089	0.05089	0.00194	0.00388	13.06421	0.01488	482.48470	331	0.46000	0.47000	3650.00000	13.11780	M	147.79017	-12.32985	249.04878	31.11024	BD-112741
0	2.25519	18.12041	5.36760	0.00000	1.04656	4.53051	1.63911	2.43579	0.25714	0.38776	0.00833	183.88292	0.10498	0.10498	0.00575	0.00800	3.07025	0.74687	342.03778	331	0.46000	0.47000	3650.00000	13.11780	M	147.79017	-12.32985	249.04878	31.11024	BD-112741
0	1.32502	55.04889	2.29325	0.00000	1.04656	3.26666	2.09597	3.91351	0.28536	0.58308	0.07650	183.88292	0.22021	0.22021	0.01632	0.01679	0.69780	0.44407	233.88874	331	0.46000	0.47000	3650.00000	13.11780	M	147.79017	-12.32985	249.04878	31.11024	BD-112741
0	0.95612	198.52751	1.36537	0.00000	1.04656	5.33727	0.27617	3.36714	0.44006	0.12470	0.07373	183.88292	0.51787	0.51787	0.03589	0.03948	0.12617	0.55449	143.49313	331	0.46000	0.47000	3650.00000	13.11780	M	147.79017	-12.32985	249.04878	31.11024	BD-112741
0	2.57280	2.80241	8.12718	0.00000	1.64105	1.38029	2.82743	2.05356	0.03600	0.45780	0.04154	1.04835	0.02483	0.02483	0.00072	0.00398	13.80610	0.98403	531.60728	332	0.29100	0.26000	3250.00000	6.24555	M	218.57005	-12.51956	338.42018	43.15424	BD-113759
0	0.68681	10.66205	0.22006	0.00000	1.64105	1.79311	5.15910	3.67388	0.50851	0.53306	0.00424	1.04835	0.06051	0.06051	0.00805	0.00969	2.32448	0.09076	287.74849	332	0.29100	0.26000	3250.00000	6.24555	M	218.57005	-12.51956	338.42018	43.15424	BD-113759
0	2.54973	17.94496	5.95415	0.00000	1.64105	4.87781	1.88533	3.50509	0.62291	0.56556	0.02199	1.04835	0.08562	0.08562	0.00863	0.01371	1.16107	0.80888	226.40148	332	0.29100	0.26000	3250.00000	6.24555	M	218.57005	-12.51956	338.42018	43.15424	BD-113759
0	1.05991	26.39538	1.15661	0.00000	1.64105	0.98313	6.16477	2.47201	0.21554	0.57902	0.02839	1.04835	0.11074	0.11074	0.01254	0.01773	0.69408	0.04828	239.08334	332	0.29100	0.26000	3250.00000	6.24555	M	218.57005	-12.51956	338.42018	43.15424	BD-113759
0	1.33321	65.76344	1.61182	0.00000	1.64105	6.27602	4.05920	4.44420	0.58614	0.37891	0.08358	1.04835	0.20353	0.20353	0.01979	0.03259	0.20549	0.02826	150.30262	332	0.29100	0.26000	3250.00000	6.24555	M	218.57005	-12.51956	338.42018	43.15424	BD-113759
0	2.21458	197.72121	4.45356	0.00000	1.64105	1.48913	4.26419	3.48167	0.04696	0.44804	0.09688	1.04835	0.42397	0.42397	0.00872	0.06788	0.04736	0.00023	128.28503	332	0.29100	0.26000	3250.00000	6.24555	M	218.57005	-12.51956	338.42018	43.15424	BD-113759
0	0.78339	0.71075	0.40159	0.00000	2.13568	4.62245	2.69982	1.24985	0.54766	0.10229	0.00059	1.21538	0.00995	0.00995	0.00183	0.00231	85.99882	0.68507	695.09186	333	0.29100	0.26000	3250.00000	4.30646	M	247.57524	-12.66259	3.35171	23.67993	BD-124523
0	1.24651	3.02023	1.02127	0.00000	2.13568	5.24868	1.48662	1.66547	0.09184	0.48346	0.05553	1.21538	0.02610	0.02610	0.00606	0.00606	12.49472	0.32275	510.83003	333	0.29100	0.26000	3250.00000	4.30646	M	247.57524	-12.66259	3.35171	23.67993	BD-124523
0	0.54747	10.46674	0.08653	0.00000	2.13568	4.20179	4.17669	1.64042	0.47354	0.12346	0.03681	1.21538	0.05977	0.05977	0.01284	0.01388	2.38249	0.53131	294.54592	333	0.29100	0.26000	3250.00000	4.30646	M	247.57524	-12.66259	3.35171	23.67993	BD-124523
0	1.35788	15.30819	5.48009	0.00000	2.13568	0.25803	0.65150	4.59036	0.74293	0.41144	0.03512	1.21538	0.07702	0.07702	0.01224	0.01788	1.43510	0.77194	216.91357	333	0.29100	0.26000	3250.00000	4.30646	M	247.57524	-12.66259	3.35171	23.67993	BD-124523
0	0.69406	78.18249	0.39334	0.00000	2.13568	5.36086	3.55838	0.33535	0.06426	0.38880	0.09534	1.21538	0.22840	0.22840	0.04332	0.05304	0.16317	0.66149	173.98056	333	0.29100	0.26000	3250.00000	4.30646	M	247.57524	-12.66259	3.35171	23.67993	BD-124523
0	1.65190	104.89173	2.65160	0.00000	2.13568	1.58476	4.01877	4.40238	0.50054	0.57902	0.00477	1.21538	0.27784	0.27784	0.04528	0.06452	0.11027	0.04699	134.83199	333	0.29100	0.26000	3250.00000	4.30646	M	247.57524	-12.66259	3.35171	23.67993	BD-124523
0	0.92191	1.49865	0.77989	0.00000	1.22053	5.65524	3.53415	3.27838	0.65616	0.56452	0.00924	278.02090	0.02197	0.02197	0.00106	0.00120	219.01944	0.11768	819.90719	334	0.65400	0.63000	4070.00000	18.27118	K	169.09228	-14.69338	271.15871	42.23812	BD-133333
0	5.18543	14.64581	36.94235	0.00000	1.22053	5.73659	1.00956	5.51884	0.78489	0.55796	0.04870	278.02090	0.10044	0.10044	0.00535	0.00550	10.48250	0.21261	341.06516	334	0.65400	0.63000	4070.00000	18.27118	K	169.09228	-14.69338	271.15871	42.23812	BD-133333
0	0.89315	38.95687	0.82996	0.00000	1.22053	4.04513	1.70458	2.06282	0.31479	0.45436	0.05477	278.02090	0.19281	0.19281	0.00881	0.01055	2.84427	0.64292	328.85342	334	0.65400	0.63000	4070.00000	18.27118	K	169.09228	-14.69338	271.15871	42.23812	BD-133333
0	0.75846	197.42742	0.43633	0.00000	1.22053	2.26442	5.91412	4.54339	0.19548	0.00596	0.08466	278.02090	0.56888	0.56888	0.01841	0.03114	0.32674	0.83235	199.29159	334	0.65400	0.63000	4070.00000	18.27118	K	169.09228	-14.69338	271.15871	42.23812	BD-133333
0	1.95306	295.01417	2.94136	0.00000	1.22053	4.53950	5.09634	1.13204	0.28739	0.47007	0.02006	278.02090	0.74355	0.74355	0.04064	0.04070	0.19126	0.34446	169.11165	334	0.65400	0.63000	4070.00000	18.27118	K	169.09228	-14.69338	271.15871	42.23812	BD-133333
0	0.87859	5.64677	0.36961	0.00000	0.78748	0.64370	4.63086	2.32974	0.53723	0.01194	0.08960	4.68516	0.04825	0.04825	0.00255	0.00284	14.53220	0.12819	448.20551	335	0.46000	0.47000	3650.00000	16.97412	M	280.23878	-13.37961	19.82780	-3.78004	BD-135069
0	1.10367	8.33681	4.54690	0.00000	0.78748	2.19647	3.84074	0.65160	0.69429	0.59966	0.04144	4.68516	0.06257	0.06257	0.00266	0.00369	8.64434	0.74375	354.86464	335	0.46000	0.47000	3650.00000	16.97412	M	280.23878	-13.37961	19.82780	-3.78004	BD-135069
0	0.54115	3.48079	0.07180	0.00000	1.66204	3.38228	5.52437	4.23149	0.57938	0.25087	0.01666	1.10916	0.03495	0.03495	0.00174	0.00184	27.70097	0.49700	514.22265	336	0.46000	0.47000	3650.00000	18.96252	M	252.19150	-15.73893	3.59595	18.25472	BD-154394
0	2.05195	5.76641	9.59409	0.00000	1.66204	5.07720	3.91000	0.97012	0.64873	0.25643	0.05512	1.10916	0.04893	0.04893	0.00049	0.00258	14.13160	0.98260	415.44405	336	0.46000	0.47000	3650.00000	18.96252	M	252.19150	-15.73893	3.59595	18.25472	BD-154394
0	1.11945	9.21410	3.54503	0.00000	1.66204	3.86008	0.00747	3.28954	0.58228	0.41518	0.07122	1.10916	0.06688	0.06688	0.00348	0.00353	7.56474	0.39917	371.08594	336	0.46000	0.47000	3650.00000	18.96252	M	252.19150	-15.73893	3.59595	18.25472	BD-154394
0	1.55025	12.46918	3.69518	0.00000	1.66204	0.55158	1.53058	0.46413	0.36235	0.57651	0.05657	1.10916	0.08183	0.08183	0.00181	0.00432	5.05376	0.00846	372.90855	336	0.46000	0.47000	3650.00000	18.96252	M	252.19150	-15.73893	3.59595	18.25472	BD-154394
0	1.00850	51.68590	0.62079	0.00000	1.66204	4.01517	0.82466	5.65156	0.25218	0.38047	0.01183	1.10916	0.21115	0.21115	0.01093	0.01113	0.75899	0.22862	241.58047	336	0.46000	0.47000	3650.00000	18.96252	M	252.19150	-15.73893	3.59595	18.25472	BD-154394
0	1.98196	119.38138	10.00046	0.00000	1.66204	4.77092	2.55015	2.12031	0.42045	0.18189	0.09972	1.10916	0.36894	0.36894	0.00195	0.01946	0.24859	0.99507	171.47383	336	0.46000	0.47000	3650.00000	18.96252	M	252.19150	-15.73893	3.59595	18.25472	BD-154394
0	1.00309	1.80919	1.39399	0.00000	1.35841	2.49080	5.66030	5.92435	0.21067	0.09247	0.08365	238.07746	0.01855	0.01855	0.00231	0.00397	24.74381	0.83732	585.10616	337	0.29100	0.26000	3250.00000	4.67581	M	343.31972	-14.26370	52.00406	-59.63009	BD-156290
0	1.13551	5.37344	1.10961	0.00000	1.35841	0.52732	4.20267	5.74337	0.19228	0.04556	0.06107	238.07746	0.03832	0.03832	0.00716	0.00820	5.79576	0.60022	409.39880	337	0.29100	0.26000	3250.00000	4.67581	M	343.31972	-14.26370	52.00406	-59.63009	BD-156290
0	1.36167	13.73090	1.71530	0.00000	1.35841	5.97917	4.77156	0.58826	0.43041	0.22445	0.03557	238.07746	0.07163	0.07163	0.00959	0.01532	1.65901	0.81110	274.41381	337	0.29100	0.26000	3250.00000	4.67581	M	343.31972	-14.26370	52.00406	-59.63009	BD-156290
0	2.14911	63.39397	4.09898	0.00000	1.35841	5.39862	2.19584	5.16162	0.64161	0.14665	0.00352	238.07746	0.19861	0.19861	0.02171	0.04248	0.21580	0.01592	146.77562	337	0.29100	0.26000	3250.00000	4.67581	M	343.31972	-14.26370	52.00406	-59.63009	BD-156290
0	0.54601	178.43056	0.09209	0.00000	1.35841	5.99961	4.72466	5.00038	0.52043	0.48594	0.06729	238.07746	0.39592	0.39592	0.08106	0.08467	0.05430	0.47627	111.80786	337	0.29100	0.26000	3250.00000	4.67581	M	343.31972	-14.26370	52.00406	-59.63009	BD-156290
0	1.56112	7.23562	3.54503	0.00000	1.15189	2.55986	1.21816	5.16852	0.59858	0.46799	0.06419	216.67103	0.05395	0.05395	0.00408	0.00410	7.17507	0.27254	362.58624	338	0.39300	0.40000	3500.00000	13.14826	M	354.53399	-16.23617	61.84838	-69.82603	BD-176785
0	1.05584	9.66601	0.81293	0.00000	1.15189	5.97787	4.16265	1.17453	0.31183	0.41866	0.01113	216.67103	0.06544	0.06544	0.00334	0.00498	4.87675	0.78106	376.71318	338	0.39300	0.40000	3500.00000	13.14826	M	354.53399	-16.23617	61.84838	-69.82603	BD-176785
0	2.59135	21.75060	6.74323	0.00000	1.15189	4.65622	2.63888	2.20874	0.16606	0.40568	0.06729	216.67103	0.11237	0.11237	0.00363	0.00855	1.65386	0.91400	301.62183	338	0.39300	0.40000	3500.00000	13.14826	M	354.53399	-16.23617	61.84838	-69.82603	BD-176785
0	2.16260	93.16631	15.78324	0.00000	1.15189	2.20482	0.34001	2.89252	0.73263	0.12548	0.00995	216.67103	0.29637	0.29637	0.02246	0.02254	0.23775	0.36088	139.75251	338	0.39300	0.40000	3500.00000	13.14826	M	354.53399	-16.23617	61.84838	-69.82603	BD-176785
0	1.55246	5.97981	2.20006	0.00000	2.06589	4.38282	5.48518	2.51993	0.44261	0.56100	0.07029	0.64665	0.05251	0.05251	0.00138	0.00279	19.50323	0.01418	505.38169	339	0.53500	0.54000	3800.00000	18.81138	M	161.41288	-19.11437	266.13477	34.61766	BD-183019
0	1.65463	10.17225	5.36760	0.00000	2.06589	3.79700	2.93764	6.24726	0.20854	0.26819	0.05932	0.64665	0.07483	0.07483	0.00389	0.00398	9.60432	0.22076	462.14504	339	0.53500	0.54000	3800.00000	18.81138	M	161.41288	-19.11437	266.13477	34.61766	BD-183019
0	1.54789	31.43733	6.46922	0.00000	2.06589	3.32188	4.98609	1.08465	0.14742	0.28660	0.09504	0.64665	0.15876	0.15876	0.00829	0.00844	2.13351	0.41657	323.22971	339	0.53500	0.54000	3800.00000	18.81138	M	161.41288	-19.11437	266.13477	34.61766	BD-183019
0	2.84091	47.15913	7.02884	0.00000	2.06589	5.60837	4.12399	1.43227	0.50158	0.33430	0.06439	0.64665	0.20804	0.20804	0.00897	0.01106	1.24242	0.66686	246.89860	339	0.53500	0.54000	3800.00000	18.81138	M	161.41288	-19.11437	266.13477	34.61766	BD-183019
0	3.21812	12.02162	11.09328	0.00000	2.32345	1.63445	1.82381	2.76029	0.75032	0.52297	0.08072	112.44786	0.08943	0.08943	0.00329	0.00478	17.88490	0.76805	404.59548	340	0.67200	0.66000	4330.00000	18.72691	K	166.86543	-19.29149	271.65086	37.18522	BD-183106
0	4.68707	23.55119	33.30309	0.00000	2.32345	5.95153	1.24043	5.12153	0.59954	0.46978	0.00101	112.44786	0.14001	0.14001	0.00746	0.00748	7.29604	0.29012	363.88613	340	0.67200	0.66000	4330.00000	18.72691	K	166.86543	-19.29149	271.65086	37.18522	BD-183106
0	1.56221	44.51979	5.95415	0.00000	1.83916	0.93181	3.15254	0.01679	0.50660	0.37127	0.03549	0.56635	0.19115	0.19115	0.01003	0.01003	0.92611	0.33179	228.83271	341	0.46000	0.47000	3650.00000	19.05052	M	310.73813	-18.91836	27.00210	-32.78703	BD-195899
0	1.39179	71.00895	1.86368	0.00000	1.83916	2.44354	5.21171	1.27709	0.03647	0.28986	0.02593	0.56635	0.26094	0.26094	0.01343	0.01370	0.49695	0.22607	231.52528	341	0.46000	0.47000	3650.00000	19.05052	M	310.73813	-18.91836	27.00210	-32.78703	BD-195899
0	1.52589	105.40273	2.65160	0.00000	1.83916	4.62745	0.82234	4.15065	0.25823	0.19240	0.07273	0.56635	0.33955	0.33955	0.00648	0.01782	0.29349	0.93703	190.11677	341	0.46000	0.47000	3650.00000	19.05052	M	310.73813	-18.91836	27.00210	-32.78703	BD-195899
0	1.64311	165.99669	6.74323	0.00000	1.83916	1.35937	5.62618	0.77681	0.33023	0.16832	0.08511	0.56635	0.45962	0.45962	0.02397	0.02413	0.16018	0.26280	159.28883	341	0.46000	0.47000	3650.00000	19.05052	M	310.73813	-18.91836	27.00210	-32.78703	BD-195899
