design	scenario	target_yr	seedtag	zero_budget_yr	endpoint_ph_s_um	mtime_achieved_yr	search_status	wall_s
bracewell4	hab2max	5.5	CONTROL	5.3035	201.2123	5.5401	converged	172.0
