design	catalog	replicate	zero_budget_mtime_yr	scheduler
triple6	hab2hi	200	3.584820	corrected
triple6	hab2hi	201	3.544997	corrected
triple6	hab2hi	202	3.525868	corrected
triple6	hab2hi	203	3.456330	corrected
triple6	hab2hi	204	3.413222	corrected
triple6	hab2hi	205	3.417358	corrected
triple6	hab2hi	206	3.676162	corrected
triple6	hab2hi	207	3.501765	corrected
triple6	hab2hi	208	3.480165	corrected
triple6	hab2hi	209	3.638908	corrected
triple6	hab2hi	210	3.610901	corrected
triple6	hab2hi	211	3.560301	corrected
triple6	hab2hi	212	3.475229	corrected
triple6	hab2hi	213	3.679002	corrected
triple6	hab2hi	214	3.680492	corrected
triple6	hab2hi	215	3.551329	corrected
triple6	hab2hi	216	3.636146	corrected
triple6	hab2hi	217	3.568009	corrected
triple6	hab2hi	218	3.441708	corrected
triple6	hab2hi	219	3.635928	corrected
triple6	hab2hi	220	3.754011	corrected
triple6	hab2hi	221	3.770276	corrected
triple6	hab2hi	222	3.532957	corrected
triple6	hab2hi	223	3.772006	corrected
triple6	hab2hi	224	3.477463	corrected
triple6	hab2hi	225	3.619444	corrected
triple6	hab2hi	226	3.578894	corrected
triple6	hab2hi	227	3.463556	corrected
triple6	hab2hi	228	3.599023	corrected
triple6	hab2hi	229	3.708129	corrected
triple6	hab2hi	230	3.616581	corrected
triple6	hab2hi	231	3.507915	corrected
triple6	hab2hi	232	3.654936	corrected
triple6	hab2hi	233	3.622779	corrected
triple6	hab2hi	234	3.533973	corrected
triple6	hab2hi	235	3.633348	corrected
triple6	hab2hi	236	3.424968	corrected
triple6	hab2hi	237	3.619057	corrected
triple6	hab2hi	238	3.522610	corrected
triple6	hab2hi	239	3.537524	corrected
triple6	hab2hi	240	3.742922	corrected
triple6	hab2hi	241	3.472930	corrected
triple6	hab2hi	242	3.482062	corrected
triple6	hab2hi	243	3.460466	corrected
triple6	hab2hi	244	3.388322	corrected
triple6	hab2hi	245	3.456984	corrected
triple6	hab2hi	246	3.393345	corrected
triple6	hab2hi	247	3.803813	corrected
triple6	hab2hi	248	3.456315	corrected
triple6	hab2hi	249	3.552093	corrected
triple6	hab2hi	250	3.550180	corrected
triple6	hab2hi	251	3.319867	corrected
triple6	hab2hi	252	3.682431	corrected
triple6	hab2hi	253	3.607312	corrected
triple6	hab2hi	254	3.426442	corrected
triple6	hab2hi	255	3.540385	corrected
triple6	hab2hi	256	3.591867	corrected
triple6	hab2hi	257	3.536714	corrected
triple6	hab2hi	258	3.539488	corrected
triple6	hab2hi	259	3.485259	corrected
triple6	hab2hi	260	3.667919	corrected
triple6	hab2hi	261	3.441660	corrected
triple6	hab2hi	262	3.503329	corrected
triple6	hab2hi	263	3.662327	corrected
triple6	hab2hi	264	3.549829	corrected
triple6	hab2hi	265	3.483039	corrected
triple6	hab2hi	266	3.650354	corrected
triple6	hab2hi	267	3.637243	corrected
triple6	hab2hi	268	3.399938	corrected
triple6	hab2hi	269	3.694642	corrected
triple6	hab2hi	270	3.462311	corrected
triple6	hab2hi	271	3.553049	corrected
triple6	hab2hi	272	3.456778	corrected
triple6	hab2hi	273	3.318088	corrected
triple6	hab2hi	274	3.652753	corrected
triple6	hab2hi	275	3.515574	corrected
triple6	hab2hi	276	3.621896	corrected
triple6	hab2hi	277	3.438811	corrected
triple6	hab2hi	278	3.649368	corrected
triple6	hab2hi	279	3.628576	corrected
triple6	hab2hi	280	3.610834	corrected
triple6	hab2hi	281	3.433231	corrected
triple6	hab2hi	282	3.477171	corrected
triple6	hab2hi	283	3.534421	corrected
triple6	hab2hi	284	3.491809	corrected
triple6	hab2hi	285	3.565938	corrected
triple6	hab2hi	286	3.497060	corrected
triple6	hab2hi	287	3.407698	corrected
triple6	hab2hi	288	3.497083	corrected
triple6	hab2hi	289	3.431515	corrected
triple6	hab2hi	290	3.504382	corrected
triple6	hab2hi	291	3.618629	corrected
triple6	hab2hi	292	3.550310	corrected
triple6	hab2hi	293	3.743955	corrected
triple6	hab2hi	294	3.490820	corrected
triple6	hab2hi	295	3.749225	corrected
triple6	hab2hi	296	3.521431	corrected
triple6	hab2hi	297	3.575401	corrected
triple6	hab2hi	298	3.432181	corrected
triple6	hab2hi	299	3.683504	corrected
