design	catalog	replicate	zero_budget_mtime_yr	scheduler
triple6	hab2lo	100	4.834193	corrected
triple6	hab2lo	101	4.828975	corrected
triple6	hab2lo	102	4.816174	corrected
triple6	hab2lo	103	4.772310	corrected
triple6	hab2lo	104	4.937020	corrected
triple6	hab2lo	105	5.022641	corrected
triple6	hab2lo	106	4.788148	corrected
triple6	hab2lo	107	4.704431	corrected
triple6	hab2lo	108	4.698283	corrected
triple6	hab2lo	109	4.916598	corrected
triple6	hab2lo	110	4.570875	corrected
triple6	hab2lo	111	4.925685	corrected
triple6	hab2lo	112	4.971465	corrected
triple6	hab2lo	113	4.769995	corrected
triple6	hab2lo	114	5.100876	corrected
triple6	hab2lo	115	4.840308	corrected
triple6	hab2lo	116	4.792162	corrected
triple6	hab2lo	117	4.779212	corrected
triple6	hab2lo	118	4.889697	corrected
triple6	hab2lo	119	4.896963	corrected
triple6	hab2lo	120	5.026087	corrected
triple6	hab2lo	121	4.635371	corrected
triple6	hab2lo	122	4.742671	corrected
triple6	hab2lo	123	4.817214	corrected
triple6	hab2lo	124	4.799114	corrected
triple6	hab2lo	125	4.880535	corrected
triple6	hab2lo	126	4.727920	corrected
triple6	hab2lo	127	4.703330	corrected
triple6	hab2lo	128	4.851623	corrected
triple6	hab2lo	129	4.716311	corrected
triple6	hab2lo	130	4.728355	corrected
triple6	hab2lo	131	4.591363	corrected
triple6	hab2lo	132	4.686436	corrected
triple6	hab2lo	133	4.674399	corrected
triple6	hab2lo	134	4.864509	corrected
triple6	hab2lo	135	4.748522	corrected
triple6	hab2lo	136	4.898610	corrected
triple6	hab2lo	137	4.961621	corrected
triple6	hab2lo	138	4.834481	corrected
triple6	hab2lo	139	4.664059	corrected
triple6	hab2lo	140	4.977867	corrected
triple6	hab2lo	141	4.811730	corrected
triple6	hab2lo	142	4.729485	corrected
triple6	hab2lo	143	4.978222	corrected
triple6	hab2lo	144	4.972965	corrected
triple6	hab2lo	145	4.617085	corrected
triple6	hab2lo	146	4.684131	corrected
triple6	hab2lo	147	4.982947	corrected
triple6	hab2lo	148	4.837991	corrected
triple6	hab2lo	149	5.075604	corrected
triple6	hab2lo	150	4.877125	corrected
triple6	hab2lo	151	4.720331	corrected
triple6	hab2lo	152	4.598100	corrected
triple6	hab2lo	153	4.842805	corrected
triple6	hab2lo	154	4.794864	corrected
triple6	hab2lo	155	4.797334	corrected
triple6	hab2lo	156	4.628011	corrected
triple6	hab2lo	157	4.867059	corrected
triple6	hab2lo	158	4.877582	corrected
triple6	hab2lo	159	5.039159	corrected
triple6	hab2lo	160	4.909747	corrected
triple6	hab2lo	161	5.017373	corrected
triple6	hab2lo	162	4.874826	corrected
triple6	hab2lo	163	4.606307	corrected
triple6	hab2lo	164	4.940665	corrected
triple6	hab2lo	165	4.811132	corrected
triple6	hab2lo	166	4.789620	corrected
triple6	hab2lo	167	4.768161	corrected
triple6	hab2lo	168	4.742883	corrected
triple6	hab2lo	169	4.790901	corrected
triple6	hab2lo	170	4.915740	corrected
triple6	hab2lo	171	4.590215	corrected
triple6	hab2lo	172	4.775086	corrected
triple6	hab2lo	173	5.011422	corrected
triple6	hab2lo	174	4.928962	corrected
triple6	hab2lo	175	4.748720	corrected
triple6	hab2lo	176	4.702209	corrected
triple6	hab2lo	177	4.916866	corrected
triple6	hab2lo	178	4.642297	corrected
triple6	hab2lo	179	4.831130	corrected
triple6	hab2lo	180	5.022375	corrected
triple6	hab2lo	181	4.629238	corrected
triple6	hab2lo	182	4.920004	corrected
triple6	hab2lo	183	4.788361	corrected
triple6	hab2lo	184	4.936750	corrected
triple6	hab2lo	185	4.981327	corrected
triple6	hab2lo	186	4.877368	corrected
triple6	hab2lo	187	4.756432	corrected
triple6	hab2lo	188	5.048501	corrected
triple6	hab2lo	189	4.932000	corrected
triple6	hab2lo	190	4.885862	corrected
triple6	hab2lo	191	4.670139	corrected
triple6	hab2lo	192	4.781767	corrected
triple6	hab2lo	193	4.919479	corrected
triple6	hab2lo	194	4.788495	corrected
triple6	hab2lo	195	4.860572	corrected
triple6	hab2lo	196	4.911262	corrected
triple6	hab2lo	197	4.704743	corrected
triple6	hab2lo	198	4.855081	corrected
triple6	hab2lo	199	4.749530	corrected
