design	catalog	replicate	zero_budget_mtime_yr	scheduler
bracewell4	hab2hi	200	5.364670	corrected
bracewell4	hab2hi	201	5.122060	corrected
bracewell4	hab2hi	202	5.154160	corrected
bracewell4	hab2hi	203	4.992766	corrected
bracewell4	hab2hi	204	5.022667	corrected
bracewell4	hab2hi	205	5.043037	corrected
bracewell4	hab2hi	206	5.415192	corrected
bracewell4	hab2hi	207	5.292330	corrected
bracewell4	hab2hi	208	5.154304	corrected
bracewell4	hab2hi	209	5.233860	corrected
bracewell4	hab2hi	210	5.244044	corrected
bracewell4	hab2hi	211	5.127702	corrected
bracewell4	hab2hi	212	5.146456	corrected
bracewell4	hab2hi	213	5.391218	corrected
bracewell4	hab2hi	214	5.254650	corrected
bracewell4	hab2hi	215	5.190398	corrected
bracewell4	hab2hi	216	5.190620	corrected
bracewell4	hab2hi	217	5.169857	corrected
bracewell4	hab2hi	218	5.182239	corrected
bracewell4	hab2hi	219	5.212680	corrected
bracewell4	hab2hi	220	5.391429	corrected
bracewell4	hab2hi	221	5.460235	corrected
bracewell4	hab2hi	222	5.269701	corrected
bracewell4	hab2hi	223	5.535759	corrected
bracewell4	hab2hi	224	5.116756	corrected
bracewell4	hab2hi	225	5.283533	corrected
bracewell4	hab2hi	226	5.402121	corrected
bracewell4	hab2hi	227	4.981270	corrected
bracewell4	hab2hi	228	5.397496	corrected
bracewell4	hab2hi	229	5.205164	corrected
bracewell4	hab2hi	230	5.200384	corrected
bracewell4	hab2hi	231	5.180988	corrected
bracewell4	hab2hi	232	5.275251	corrected
bracewell4	hab2hi	233	5.213397	corrected
bracewell4	hab2hi	234	5.100259	corrected
bracewell4	hab2hi	235	5.296278	corrected
bracewell4	hab2hi	236	5.028952	corrected
bracewell4	hab2hi	237	5.196866	corrected
bracewell4	hab2hi	238	5.133166	corrected
bracewell4	hab2hi	239	5.149334	corrected
bracewell4	hab2hi	240	5.429969	corrected
bracewell4	hab2hi	241	5.100056	corrected
bracewell4	hab2hi	242	5.127382	corrected
bracewell4	hab2hi	243	5.103343	corrected
bracewell4	hab2hi	244	4.940485	corrected
bracewell4	hab2hi	245	5.125801	corrected
bracewell4	hab2hi	246	5.009597	corrected
bracewell4	hab2hi	247	5.267839	corrected
bracewell4	hab2hi	248	4.997236	corrected
bracewell4	hab2hi	249	5.299557	corrected
bracewell4	hab2hi	250	5.021958	corrected
bracewell4	hab2hi	251	4.948205	corrected
bracewell4	hab2hi	252	5.302645	corrected
bracewell4	hab2hi	253	5.338017	corrected
bracewell4	hab2hi	254	5.008778	corrected
bracewell4	hab2hi	255	5.004123	corrected
bracewell4	hab2hi	256	5.349761	corrected
bracewell4	hab2hi	257	5.407077	corrected
bracewell4	hab2hi	258	5.231626	corrected
bracewell4	hab2hi	259	5.172806	corrected
bracewell4	hab2hi	260	5.285436	corrected
bracewell4	hab2hi	261	5.219518	corrected
bracewell4	hab2hi	262	5.066968	corrected
bracewell4	hab2hi	263	5.089980	corrected
bracewell4	hab2hi	264	5.238080	corrected
bracewell4	hab2hi	265	5.184487	corrected
bracewell4	hab2hi	266	5.247548	corrected
bracewell4	hab2hi	267	5.106720	corrected
bracewell4	hab2hi	268	5.057300	corrected
bracewell4	hab2hi	269	5.348822	corrected
bracewell4	hab2hi	270	4.921717	corrected
bracewell4	hab2hi	271	5.132214	corrected
bracewell4	hab2hi	272	5.062500	corrected
bracewell4	hab2hi	273	4.872712	corrected
bracewell4	hab2hi	274	5.183319	corrected
bracewell4	hab2hi	275	5.054240	corrected
bracewell4	hab2hi	276	5.165584	corrected
bracewell4	hab2hi	277	5.022293	corrected
bracewell4	hab2hi	278	5.372958	corrected
bracewell4	hab2hi	279	5.158728	corrected
bracewell4	hab2hi	280	5.395698	corrected
bracewell4	hab2hi	281	5.169004	corrected
bracewell4	hab2hi	282	5.069901	corrected
bracewell4	hab2hi	283	5.018664	corrected
bracewell4	hab2hi	284	5.140510	corrected
bracewell4	hab2hi	285	5.141832	corrected
bracewell4	hab2hi	286	5.231005	corrected
bracewell4	hab2hi	287	4.913987	corrected
bracewell4	hab2hi	288	5.112134	corrected
bracewell4	hab2hi	289	5.112948	corrected
bracewell4	hab2hi	290	5.088152	corrected
bracewell4	hab2hi	291	5.256957	corrected
bracewell4	hab2hi	292	5.128279	corrected
bracewell4	hab2hi	293	5.363573	corrected
bracewell4	hab2hi	294	5.172935	corrected
bracewell4	hab2hi	295	5.288586	corrected
bracewell4	hab2hi	296	5.262480	corrected
bracewell4	hab2hi	297	5.256610	corrected
bracewell4	hab2hi	298	4.936533	corrected
bracewell4	hab2hi	299	5.249497	corrected
