nstar	snr_ref	snr_t6	ratio	ratio_equal_area	in_ref_top50
667	5.21329	8.06008	1.54606	1.26278	False
668	1.02501	1.29661	1.26498	1.03319	False
669	1.87516	2.73439	1.45822	1.19102	False
670	1.17024	1.53092	1.30821	1.0685	False
671	2.66376	3.412	1.28089	1.04619	False
672	1.77786	2.55876	1.43924	1.17552	False
673	0.828857	1.0833	1.30698	1.06749	False
674	1.90386	2.96139	1.55547	1.27046	False
675	3.70623	5.51549	1.48817	1.21549	False
676	1.51448	2.33562	1.5422	1.25962	False
677	0.881641	1.31551	1.49211	1.21871	False
678	1.68328	2.4207	1.43808	1.17458	False
679	1.90152	2.57011	1.35161	1.10395	False
680	3.99782	5.82068	1.45596	1.18918	False
681	1.15579	1.71106	1.48043	1.20916	False
683	1.21255	1.62902	1.34347	1.0973	False
684	0.715741	0.99728	1.39335	1.13804	False
685	0.96637	1.25365	1.29728	1.05958	False
686	3.5909	5.65786	1.57561	1.28691	False
687	0.970502	1.37321	1.41494	1.15568	False
688	1.28842	1.71086	1.32787	1.08456	False
689	4.36713	5.80133	1.32841	1.085	False
690	3.70219	5.57607	1.50615	1.23018	False
691	1.81618	2.4462	1.34689	1.1001	False
693	6.79059	9.2644	1.3643	1.11431	False
694	0.661178	0.84806	1.28265	1.04763	False
695	0.778564	1.20019	1.54155	1.25909	False
696	1.19991	1.81864	1.51565	1.23793	False
697	1.98957	2.89738	1.45629	1.18945	False
698	4.65247	6.46324	1.38921	1.13466	False
700	0.511555	0.604263	1.18123	0.964789	False
701	1.12401	1.63149	1.45148	1.18552	False
702	0.780775	1.01285	1.29723	1.05954	False
703	0.704042	0.935429	1.32865	1.0852	False
704	1.21704	1.72897	1.42064	1.16033	False
705	1.24229	1.63022	1.31226	1.07181	False
706	1.00398	1.30188	1.29671	1.05911	False
707	1.11342	1.40271	1.25982	1.02898	False
708	2.96216	4.35258	1.4694	1.20015	False
709	0.908747	1.20829	1.32962	1.08599	False
711	2.02097	3.09752	1.53269	1.25185	False
712	1.75572	2.31865	1.32062	1.07864	False
713	1.20936	1.55864	1.28882	1.05266	False
714	1.73037	2.83558	1.63871	1.33844	False
715	4.7559	6.39918	1.34552	1.09898	False
717	3.23082	4.59228	1.4214	1.16095	False
718	0.3915	0.457314	1.16811	0.954072	False
720	1.2091	1.51684	1.25452	1.02465	False
721	52.301	66.2675	1.26704	1.03488	True
722	0.985113	1.38646	1.40741	1.14953	False
723	1.40386	2.47634	1.76395	1.44074	False
724	1.4291	2.40178	1.68063	1.37268	False
725	0.936132	1.2173	1.30036	1.06209	False
726	1.44463	2.09742	1.45187	1.18584	False
727	2.62142	4.02107	1.53393	1.25286	False
728	4.10604	5.74823	1.39995	1.14343	False
729	0.982728	1.39252	1.417	1.15736	False
731	1.6984	2.40763	1.41759	1.15784	False
733	1.39768	1.84943	1.32321	1.08075	False
735	2.39867	3.07382	1.28147	1.04666	False
736	0.701169	0.93633	1.33539	1.0907	False
737	2.87909	3.75678	1.30485	1.06576	False
738	5.46648	8.09915	1.4816	1.21012	False
739	1.13303	1.50813	1.33106	1.08717	False
740	1.03705	1.34648	1.29838	1.06047	False
741	7.21926	10.4696	1.45023	1.1845	False
742	1.91452	2.63748	1.37762	1.1252	False
743	0.922171	1.26527	1.37205	1.12065	False
746	1.16261	1.54411	1.32814	1.08478	False
747	1.19603	1.55783	1.3025	1.06384	False
748	1.92842	2.53718	1.31568	1.07461	False
749	3.59633	4.77263	1.32708	1.08392	False
750	1.01974	1.40542	1.37822	1.12568	False
751	0.345278	0.462104	1.33835	1.09312	False
752	1.1538	1.47783	1.28084	1.04615	False
753	1.03036	1.3875	1.34662	1.09987	False
754	1.97348	2.72387	1.38024	1.12733	False
755	0.696825	0.834188	1.19713	0.977775	False
756	1.75009	2.54323	1.4532	1.18692	False
758	0.593695	0.774736	1.30494	1.06583	False
759	0.769235	0.978777	1.2724	1.03926	False
760	2.31358	3.64857	1.57702	1.28806	False
761	0.811957	1.03167	1.2706	1.03778	False
762	1.3624	1.87306	1.37482	1.12291	False
763	2.56796	3.67952	1.43286	1.17031	False
764	4.65559	6.30178	1.3536	1.10557	False
765	1.48389	2.03739	1.37301	1.12143	False
766	2.71938	3.83932	1.41183	1.15314	False
767	2.94379	5.24312	1.78108	1.45473	False
768	1.76299	2.22866	1.26413	1.0325	False
769	0.904448	1.3854	1.53177	1.2511	False
770	1.63596	2.17734	1.33093	1.08706	False
771	1.5217	2.07337	1.36253	1.11287	False
772	2.05611	3.00111	1.4596	1.19216	False
773	2.30749	3.08396	1.3365	1.09161	False
774	1.23795	1.64457	1.32846	1.08504	False
775	1.83639	2.79601	1.52256	1.24358	False
776	1.23571	1.59488	1.29065	1.05416	False
777	1.02448	1.57476	1.53713	1.25548	False
778	3.14315	3.9207	1.24738	1.01882	False
779	1.67726	2.16807	1.29263	1.05578	False
780	0.846232	1.09792	1.29742	1.05969	False
781	3.44109	4.56996	1.32805	1.08471	False
782	1.21946	1.55552	1.27558	1.04185	False
783	4.49123	5.90325	1.3144	1.07355	False
784	1.55822	2.03294	1.30465	1.0656	False
785	0.864457	1.06713	1.23445	1.00826	False
786	1.51578	2.14499	1.4151	1.15581	False
787	1.43584	2.20013	1.53229	1.25153	False
788	0.743191	0.924079	1.24339	1.01556	False
789	1.11016	1.49651	1.34801	1.10101	False
790	0.685325	0.871872	1.2722	1.03909	False
792	1.30526	1.67437	1.28278	1.04773	False
793	2.69582	4.11646	1.52698	1.24719	False
794	1.85688	2.57503	1.38675	1.13265	False
795	0.944013	1.83863	1.94768	1.5908	False
796	1.36779	1.68564	1.23239	1.00657	False
797	1.43384	1.99893	1.39411	1.13866	False
799	1.43994	1.97668	1.37275	1.12122	False
800	3.02516	4.071	1.34572	1.09914	False
801	1.57506	2.17402	1.38028	1.12736	False
802	1.38269	1.89421	1.36995	1.11893	False
803	0.774474	1.15443	1.4906	1.21748	False
804	2.09543	2.70078	1.28889	1.05273	False
805	1.17677	2.5407	2.15904	1.76343	False
806	0.497909	0.614885	1.23493	1.00865	False
808	0.985773	1.2992	1.31795	1.07646	False
809	1.55749	2.2504	1.44489	1.18014	False
811	1.96192	2.7818	1.4179	1.15809	False
812	0.313247	0.434909	1.38839	1.13399	False
813	1.2591	1.63437	1.29805	1.0602	False
814	1.18497	1.73445	1.4637	1.1955	False
815	3.18971	4.33926	1.36039	1.11113	False
816	1.36791	1.73986	1.27191	1.03886	False
817	0.949996	1.09615	1.15385	0.942423	False
818	2.01443	2.98821	1.4834	1.21159	False
820	0.536017	0.72163	1.34628	1.0996	False
821	9.12932	16.3185	1.78748	1.45996	False
823	0.821216	1.04909	1.27748	1.0434	False
825	1.04808	1.59373	1.52061	1.24198	False
826	2.91878	3.77345	1.29282	1.05593	False
828	2.29776	3.32393	1.4466	1.18154	False
829	0.837349	1.06603	1.27311	1.03983	False
830	1.23325	1.83832	1.49063	1.21749	False
832	0.556116	0.757286	1.36174	1.11222	False
833	1.5578	2.07433	1.33157	1.08758	False
834	1.06013	1.37491	1.29692	1.05929	False
835	1.19191	1.6957	1.42267	1.16199	False
836	1.1338	1.60991	1.41992	1.15975	False
837	1.30757	1.84846	1.41366	1.15463	False
838	2.26419	3.18808	1.40804	1.15004	False
839	0.525707	0.660472	1.25635	1.02615	False
840	0.99532	1.25252	1.25841	1.02783	False
843	0.40036	0.503709	1.25814	1.02761	False
845	0.563979	0.728381	1.2915	1.05486	False
846	2.77557	3.60422	1.29855	1.06061	False
847	0.75661	1.02701	1.35738	1.10866	False
848	10.3359	15.3372	1.48388	1.21198	True
849	1.4014	1.99602	1.42431	1.16333	False
850	1.31733	1.63265	1.23936	1.01227	False
851	0.700075	1.12802	1.61128	1.31604	False
852	2.87346	3.95154	1.37518	1.12321	False
853	1.7466	2.21699	1.26932	1.03674	False
854	1.25581	1.73117	1.37853	1.12594	False
855	1.08101	1.42836	1.32132	1.07921	False
856	2.03095	3.0113	1.48271	1.21103	False
857	2.03272	3.01453	1.483	1.21127	False
860	0.54441	0.644933	1.18465	0.96758	False
861	0.964887	1.29372	1.3408	1.09512	False
862	1.05324	1.30816	1.24203	1.01445	False
863	1.24404	1.70679	1.37198	1.12059	False
864	2.72197	3.47647	1.27719	1.04317	False
865	1.07728	1.28288	1.19085	0.972649	False
867	0.61163	0.828115	1.35395	1.10586	False
868	2.03476	2.92563	1.43782	1.17437	False
869	1.53671	1.9962	1.29901	1.06099	False
870	2.33983	3.62528	1.54938	1.26548	False
871	0.501096	0.643647	1.28448	1.04912	False
872	1.29178	1.80689	1.39875	1.14246	False
873	5.03624	6.79019	1.34826	1.10122	False
875	2.89388	3.97887	1.37493	1.12299	False
876	0.943877	1.18011	1.25028	1.02119	False
877	0.802393	1.02748	1.28053	1.04589	False
878	1.43142	1.83329	1.28075	1.04608	False
879	0.693176	0.964708	1.39172	1.13671	False
880	1.17301	1.72887	1.47387	1.20381	False
881	2.35031	3.22496	1.37214	1.12072	False
882	1.11801	1.42149	1.27144	1.03847	False
883	0.909132	1.36061	1.4966	1.22238	False
885	10.0184	16.4416	1.64113	1.34042	True
886	1.63036	2.34562	1.43871	1.17509	False
887	1.96445	2.62747	1.33751	1.09243	False
888	1.45284	1.94686	1.34004	1.0945	False
889	0.916648	1.16581	1.27182	1.03878	False
890	0.876974	1.13229	1.29113	1.05455	False
891	3.5184	5.59645	1.59062	1.29917	False
892	1.60009	2.20888	1.38047	1.12752	False
893	0.66728	0.825878	1.23768	1.0109	False
894	4.30393	6.26205	1.45496	1.18837	False
895	2.03923	2.7427	1.34497	1.09852	False
896	2.79908	4.37696	1.56372	1.27719	False
897	0.598699	0.890716	1.48775	1.21515	False
898	2.5557	3.84207	1.50333	1.22787	False
899	1.19917	1.65391	1.37922	1.1265	False
900	1.55314	2.29615	1.47839	1.2075	False
901	1.30882	1.8201	1.39065	1.13584	False
902	1.56582	2.5066	1.60082	1.3075	False
903	1.82619	2.24807	1.23102	1.00546	False
904	1.13811	1.56891	1.37853	1.12594	False
905	3.46765	4.78492	1.37987	1.12704	False
906	2.62937	3.61729	1.37573	1.12365	False
907	1.71919	2.37687	1.38255	1.12922	False
908	0.913971	1.18568	1.29729	1.05958	False
909	1.10863	1.41813	1.27918	1.04479	False
910	1.4961	2.22061	1.48427	1.21231	False
911	0.850248	1.14009	1.3409	1.0952	False
912	1.2875	1.68581	1.30937	1.06945	False
913	0.718016	0.910487	1.26806	1.03571	False
914	1.64808	2.19956	1.33462	1.09008	False
915	1.3298	1.9244	1.44713	1.18197	False
916	1.87362	2.53133	1.35103	1.10348	False
917	3.48355	4.59874	1.32013	1.07824	False
918	1.00308	1.39798	1.39369	1.13832	False
919	0.892257	1.20321	1.3485	1.10141	False
920	0.765577	0.984978	1.28658	1.05084	False
921	1.2327	1.7178	1.39352	1.13819	False
922	1.02437	1.34772	1.31566	1.07459	False
923	4.34421	6.44714	1.48407	1.21214	False
924	1.10096	1.50281	1.365	1.11489	False
925	2.03497	2.86091	1.40588	1.14828	False
926	1.04848	1.33186	1.27028	1.03752	False
927	2.45803	3.13235	1.27433	1.04083	False
928	2.03911	2.5879	1.26913	1.03658	False
929	0.98339	1.44276	1.46713	1.1983	False
930	6.92017	11.444	1.65371	1.3507	False
931	1.32324	1.85831	1.40437	1.14704	False
932	1.69906	2.24517	1.32142	1.07929	False
933	1.9165	2.46523	1.28631	1.05062	False
934	1.41078	1.85966	1.31818	1.07665	False
935	0.818911	1.08272	1.32214	1.07988	False
937	2.81758	3.95783	1.40469	1.14731	False
938	0.989957	1.60134	1.61759	1.32119	False
939	0.736109	1.02178	1.38808	1.13374	False
940	1.91035	3.0004	1.5706	1.28282	False
942	1.27493	1.60643	1.26001	1.02914	False
943	0.990756	1.45044	1.46397	1.19573	False
944	1.01827	1.3899	1.36497	1.11486	False
945	1.22449	1.5749	1.28617	1.0505	False
946	1.59965	2.21019	1.38167	1.1285	False
947	0.944878	1.23835	1.3106	1.07045	False
948	2.63907	3.96628	1.50291	1.22753	False
949	0.608727	0.784945	1.28949	1.05321	False
950	0.790484	1.0689	1.35221	1.10444	False
951	1.02995	1.25225	1.21584	0.993056	False
952	1.75429	2.41068	1.37417	1.12238	False
953	0.545741	0.671518	1.23047	1.00501	False
954	1.25982	1.85306	1.4709	1.20138	False
955	1.13903	1.47424	1.29429	1.05713	False
956	5.70191	7.66199	1.34376	1.09754	False
957	1.66174	2.29269	1.37969	1.12689	False
958	0.505782	0.554377	1.09608	0.895241	False
959	0.959579	1.30272	1.3576	1.10884	False
960	3.34424	4.45598	1.33243	1.08829	False
961	0.866419	1.03511	1.1947	0.975794	False
963	1.37875	1.78344	1.29352	1.05651	False
964	4.03189	6.35725	1.57674	1.28783	False
965	1.1406	1.49031	1.3066	1.06719	False
966	0.725255	0.972611	1.34106	1.09533	False
967	3.05514	4.30034	1.40757	1.14966	False
968	0.624172	0.827319	1.32547	1.0826	False
970	0.88916	1.26335	1.42084	1.16049	False
971	4.90275	7.90526	1.61241	1.31696	False
972	1.17874	1.64664	1.39695	1.14098	False
973	0.866203	1.17908	1.36121	1.11179	False
974	1.70821	2.41779	1.4154	1.15605	False
975	0.632731	0.776064	1.22653	1.00179	False
976	1.93387	2.68188	1.38679	1.13269	False
977	2.359	3.57363	1.51489	1.23731	False
978	10.1937	14.9032	1.462	1.19412	True
979	0.208159	0.278173	1.33635	1.09149	False
980	5.18065	6.85484	1.32316	1.08072	False
981	0.849731	1.11059	1.30699	1.06751	False
982	0.670631	0.929466	1.38596	1.132	False
984	1.43954	1.87439	1.30208	1.06349	False
985	2.30736	3.22415	1.39733	1.1413	False
986	1.00822	1.50633	1.49405	1.22029	False
989	0.981026	1.20604	1.22937	1.00411	False
990	0.840577	1.0754	1.27936	1.04494	False
991	1.40637	1.90716	1.35608	1.10761	False
992	0.780853	1.10018	1.40894	1.15078	False
993	1.41521	1.80583	1.27602	1.04221	False
994	1.25061	1.70597	1.36412	1.11417	False
995	0.927444	1.13676	1.2257	1.00111	False
996	1.49962	1.94424	1.29648	1.05893	False
997	1.37891	1.79381	1.30089	1.06253	False
998	7.60585	10.3961	1.36686	1.11641	False
999	3.30309	5.21335	1.57833	1.28913	False
1000	3.31477	4.36265	1.31613	1.07497	False
1001	1.19795	1.86897	1.56015	1.27428	False
1002	0.526523	0.68542	1.30179	1.06326	False
1004	1.03659	1.53014	1.47612	1.20565	False
1005	0.647351	0.810919	1.25267	1.02314	False
1006	1.28581	1.85244	1.44068	1.1767	False
1007	0.981031	1.37507	1.40166	1.14483	False
1008	0.880587	1.17486	1.33417	1.08971	False
1009	0.796135	1.15819	1.45477	1.18821	False
1010	3.34304	4.85921	1.45353	1.1872	False
1011	2.46466	3.15997	1.28211	1.04719	False
1012	1.04922	1.37485	1.31035	1.07025	False
1013	0.608282	0.774191	1.27275	1.03954	False
1014	1.25756	1.72955	1.37532	1.12332	False
1015	2.69217	3.98317	1.47954	1.20844	False
1016	0.695119	0.969794	1.39515	1.13951	False
1017	2.84248	4.37928	1.54066	1.25836	False
1018	1.04176	1.51516	1.45442	1.18793	False
1019	5.30749	7.53784	1.42023	1.15999	False
1020	6.38216	8.18799	1.28295	1.04787	False
1021	0.635943	0.86837	1.36548	1.11528	False
1022	1.03533	1.36173	1.31526	1.07426	False
1023	1.04775	1.43257	1.36728	1.11675	False
1024	3.25381	4.53819	1.39473	1.13917	False
1025	1.91797	2.57229	1.34116	1.09541	False
1026	1.35797	1.7915	1.31925	1.07752	False
1027	3.20598	4.70073	1.46624	1.19758	False
1028	0.772542	1.08881	1.40938	1.15114	False
1029	1.08371	1.59231	1.46931	1.20008	False
1030	2.40902	3.13347	1.30073	1.06239	False
1031	1.28813	1.73507	1.34696	1.10015	False
1033	0.814658	1.15346	1.41589	1.15645	False
1034	1.29517	1.64242	1.26811	1.03575	False
1035	0.804763	1.05208	1.30731	1.06777	False
1036	2.06031	2.7151	1.31781	1.07635	False
1037	2.45561	3.39026	1.38062	1.12764	False
1038	2.57635	3.86465	1.50005	1.22519	False
1039	2.88451	4.93912	1.71229	1.39854	False
1040	1.21524	1.55263	1.27764	1.04353	False
1041	1.78306	2.21965	1.24485	1.01675	False
1042	2.49091	4.59797	1.8459	1.50767	False
1043	0.763806	1.00287	1.31299	1.07241	False
1044	1.28571	1.71586	1.33456	1.09003	False
1045	1.2259	1.8128	1.47876	1.2078	False
1046	2.74703	3.79877	1.38287	1.12948	False
1047	1.21536	1.70485	1.40275	1.14572	False
1048	1.45968	2.1118	1.44675	1.18166	False
1049	0.634617	0.860591	1.35608	1.1076	False
1050	2.72706	3.76346	1.38004	1.12717	False
1052	3.39919	4.59973	1.35318	1.10523	False
1053	1.06494	1.42605	1.33909	1.09373	False
1054	1.79103	2.42657	1.35485	1.10659	False
1055	2.76916	3.52224	1.27196	1.03889	False
1056	0.689535	0.881742	1.27875	1.04444	False
1057	0.449546	0.566785	1.26079	1.02978	False
1058	0.923047	1.20477	1.30521	1.06605	False
1059	0.704544	0.885867	1.25736	1.02697	False
1060	2.38071	3.30138	1.38672	1.13263	False
1061	0.642388	0.763931	1.1892	0.971303	False
1062	7.58835	12.2132	1.60947	1.31456	False
1063	0.771186	1.02904	1.33436	1.08986	False
1064	3.07331	4.50344	1.46534	1.19684	False
1065	3.43518	4.51341	1.31388	1.07313	False
1066	0.809818	1.05351	1.30092	1.06255	False
1067	3.56327	5.18273	1.45449	1.18798	False
1069	2.21581	3.07805	1.38913	1.1346	False
1070	2.31872	2.9414	1.26855	1.03611	False
1071	1.48943	2.00597	1.34681	1.10003	False
1072	1.14811	1.4357	1.25049	1.02136	False
1073	1.51775	1.93289	1.27352	1.04017	False
1074	1.78762	2.31648	1.29585	1.05841	False
1077	0.903055	1.16954	1.29509	1.05779	False
1078	0.858087	1.15492	1.34592	1.09931	False
1079	2.82851	4.22323	1.49309	1.21951	False
1080	2.10098	3.10403	1.47742	1.20671	False
1081	0.702842	0.872848	1.24188	1.01433	False
1082	1.65025	2.16066	1.30929	1.06938	False
1083	2.5728	3.97532	1.54514	1.26202	False
1084	1.33404	1.88349	1.41187	1.15317	False
1085	0.583459	0.737079	1.26329	1.03182	False
1088	2.38804	3.44009	1.44055	1.17659	False
1089	1.27609	1.7475	1.36941	1.11849	False
1090	3.24726	4.58787	1.41284	1.15396	False
1092	3.01225	4.16264	1.3819	1.12869	False
1093	1.3753	1.96694	1.43019	1.16813	False
1094	0.699505	0.948592	1.35609	1.10761	False
1095	1.41382	1.93723	1.37021	1.11914	False
1096	2.81766	3.96649	1.40773	1.14978	False
1097	2.04679	2.76984	1.35326	1.1053	False
1098	1.25398	1.5498	1.23591	1.00945	False
1099	1.0439	1.51735	1.45354	1.18721	False
1100	1.70951	2.37439	1.38893	1.13443	False
1101	0.627377	0.860645	1.37181	1.12045	False
1102	1.64885	2.2628	1.37235	1.12089	False
1103	0.72141	0.961729	1.33312	1.08885	False
1104	3.78605	5.79361	1.53025	1.24986	False
1105	0.758207	1.19352	1.57414	1.2857	False
1106	4.91346	7.80183	1.58785	1.2969	False
1107	1.26429	1.98673	1.57141	1.28348	False
1108	1.51676	2.20539	1.45401	1.18759	False
1109	0.985567	1.31495	1.33421	1.08974	False
1110	2.04966	2.64743	1.29165	1.05497	False
1111	2.60284	3.56639	1.37019	1.11913	False
1112	2.68148	4.15159	1.54825	1.26456	False
1113	1.79125	2.57709	1.43871	1.17509	False
1114	2.08065	2.79817	1.34486	1.09843	False
1115	1.88507	2.83527	1.50407	1.22847	False
1116	0.425496	0.590235	1.38717	1.13299	False
1117	0.83269	1.11362	1.33738	1.09233	False
1118	2.58505	3.40941	1.31889	1.07723	False
1119	1.77121	2.38693	1.34763	1.1007	False
1120	2.32191	3.06318	1.31925	1.07752	False
1121	2.35908	3.07929	1.3053	1.06612	False
1122	1.86724	2.54513	1.36305	1.11329	False
1124	1.70981	2.4808	1.45092	1.18507	False
1125	1.44213	1.92322	1.3336	1.08924	False
1126	1.73666	2.17819	1.25424	1.02442	False
1127	8.65774	18.4026	2.12556	1.73609	False
1128	1.04873	1.33355	1.27159	1.03859	False
1129	0.7942	1.07837	1.35781	1.10901	False
1130	2.23829	3.02258	1.3504	1.10296	False
1131	1.47507	2.03633	1.3805	1.12755	False
1132	0.935181	1.37116	1.46619	1.19754	False
1133	0.584631	0.713325	1.22013	0.996562	False
1134	1.67673	2.62121	1.56328	1.27684	False
1135	1.43094	2.0323	1.42025	1.16001	False
1136	1.48299	1.83602	1.23805	1.0112	False
1137	1.29229	1.94073	1.50178	1.2266	False
1138	4.40135	6.13145	1.39308	1.13783	False
1139	0.624872	0.762026	1.21949	0.99604	False
1140	1.61028	2.25468	1.40018	1.14362	False
1141	0.939486	1.25117	1.33176	1.08774	False
1142	0.966578	1.43244	1.48197	1.21043	False
1143	0.958479	1.2628	1.3175	1.07609	False
1144	1.82934	2.45716	1.34319	1.09708	False
1145	0.617666	0.898355	1.45443	1.18793	False
1146	1.36347	1.85438	1.36004	1.11084	False
1147	0.937585	1.29278	1.37884	1.12619	False
1148	1.27238	1.65547	1.30108	1.06268	False
1149	1.70129	2.53512	1.49011	1.21707	False
1150	1.67608	2.33428	1.3927	1.13751	False
1151	3.0309	4.81603	1.58898	1.29783	False
1152	1.6508	2.43019	1.47213	1.20239	False
1153	0.898206	1.26478	1.40812	1.15011	False
1155	1.53759	2.06116	1.34051	1.09489	False
1156	2.8539	3.96987	1.39104	1.13615	False
1157	1.6041	2.09073	1.30337	1.06455	False
1158	1.18687	1.6247	1.3689	1.11807	False
1159	0.672595	0.923922	1.37367	1.12197	False
1160	0.408378	0.505247	1.2372	1.01051	False
1161	1.37332	1.77599	1.29321	1.05625	False
1162	2.69502	3.54828	1.3166	1.07536	False
1163	1.05734	1.38732	1.31209	1.07167	False
1164	4.02639	5.32068	1.32145	1.07932	False
1165	1.43288	1.85627	1.29548	1.05811	False
1166	0.595355	0.854096	1.4346	1.17173	False
1167	0.87348	1.13649	1.30111	1.0627	False
1168	0.955188	1.38254	1.4474	1.18219	False
1169	0.644839	0.872729	1.35341	1.10542	False
1170	1.07952	1.37986	1.27821	1.044	False
1171	2.64335	3.30842	1.2516	1.02227	False
1172	3.78963	6.32177	1.66817	1.36251	False
1173	2.27457	3.00228	1.31993	1.07808	False
1174	0.635743	0.835448	1.31413	1.07334	False
1175	1.08399	1.45689	1.344	1.09774	False
1176	0.332544	0.450402	1.35441	1.10624	False
1177	1.44091	2.03073	1.40934	1.1511	False
1179	0.33372	0.492442	1.47562	1.20524	False
1180	1.24662	1.79416	1.43923	1.17551	False
1181	1.96995	2.94112	1.493	1.21943	False
1182	0.882302	1.26309	1.43159	1.16928	False
1183	1.12237	1.48493	1.32304	1.08061	False
1185	10.8863	16.3769	1.50435	1.22871	True
1186	1.08919	1.37166	1.25934	1.02858	False
1187	1.0615	1.32586	1.24904	1.02017	False
1189	1.56263	2.26883	1.45193	1.18589	False
1190	3.50719	5.10067	1.45435	1.18786	False
1191	2.63419	3.71201	1.40917	1.15096	False
1192	1.46809	2.23069	1.51945	1.24104	False
1193	1.77208	2.25732	1.27382	1.04042	False
1194	0.605433	0.782744	1.29287	1.05597	False
1195	2.82161	3.90959	1.38559	1.1317	False
1196	1.01604	1.28566	1.26536	1.03351	False
1197	1.38725	1.75163	1.26266	1.0313	False
1198	0.632088	0.923589	1.46117	1.19344	False
1199	1.03001	1.32502	1.28642	1.05071	False
1200	0.649292	0.884141	1.3617	1.11219	False
1201	2.31585	3.01046	1.29994	1.06175	False
1202	4.82184	6.35186	1.31731	1.07594	False
1203	1.78813	2.53211	1.41607	1.1566	False
1204	3.20954	4.69239	1.46201	1.19412	False
1205	1.01254	1.37492	1.35789	1.10908	False
1206	0.896685	1.23253	1.37454	1.12268	False
1207	0.907057	1.14084	1.25774	1.02728	False
1208	1.2513	1.62845	1.30141	1.06295	False
1209	6.48782	9.34332	1.44013	1.17625	False
1211	0.551056	0.766854	1.39161	1.13662	False
1212	6.11998	8.51821	1.39187	1.13683	False
1213	2.47403	4.39283	1.77558	1.45024	False
1214	1.19882	1.62197	1.35297	1.10506	False
1215	3.92722	5.56477	1.41697	1.15734	False
1216	2.38935	3.27528	1.37079	1.11961	False
1217	0.680644	0.943026	1.38549	1.13162	False
1218	0.775709	1.22744	1.58235	1.29241	False
1220	0.879696	1.15561	1.31364	1.07294	False
1221	0.66369	0.846196	1.27499	1.04137	False
1222	0.739359	1.02711	1.38919	1.13465	False
1223	2.7891	3.78714	1.35783	1.10903	False
1224	5.11226	6.5727	1.28567	1.0501	False
1225	1.0651	1.36888	1.28522	1.04972	False
1226	0.899845	1.13561	1.26201	1.03077	False
1227	2.78673	3.98998	1.43178	1.16943	False
1228	0.957405	1.29667	1.35435	1.10619	False
1229	1.44273	1.8545	1.28541	1.04988	False
1230	1.0212	1.28536	1.25868	1.02805	False
1231	1.23979	1.65259	1.33296	1.08872	False
1233	1.67662	2.30209	1.37306	1.12147	False
1234	1.65809	2.48872	1.50096	1.22594	False
1235	1.53319	2.05796	1.34227	1.09632	False
1236	0.933714	1.21859	1.3051	1.06596	False
1237	2.59618	3.56829	1.37444	1.1226	False
1238	0.784879	1.07163	1.36535	1.11517	False
1239	1.30405	1.70894	1.31049	1.07036	False
1240	1.1045	1.51913	1.3754	1.12338	False
1241	1.2113	1.70545	1.40795	1.14996	False
1242	2.67291	3.52636	1.3193	1.07756	False
1243	1.3653	2.0316	1.48803	1.21537	False
1244	1.35311	1.69904	1.25565	1.02558	False
1245	0.842409	1.05901	1.25713	1.02678	False
1246	2.85934	4.17465	1.46	1.19248	False
1247	3.7731	5.74381	1.52231	1.24337	False
1248	0.829777	0.968308	1.16695	0.953127	False
1249	1.1901	1.71409	1.44029	1.17638	False
1250	1.21904	1.71663	1.40819	1.15016	False
1251	0.921876	1.22995	1.33418	1.08972	False
1252	1.08001	1.53742	1.42352	1.16269	False
1253	1.89701	2.45637	1.29487	1.0576	False
1254	0.831588	1.01408	1.21945	0.996005	False
1255	1.21062	1.52934	1.26327	1.0318	False
1256	0.985074	1.38183	1.40276	1.14573	False
1257	0.988121	1.52831	1.54668	1.26328	False
1259	2.24971	3.36416	1.49538	1.22137	False
1260	0.80239	1.06644	1.32908	1.08555	False
1261	1.75533	2.38844	1.36067	1.11135	False
1262	4.52737	6.51994	1.44012	1.17624	False
1263	0.933473	1.37017	1.46782	1.19887	False
1264	0.799549	0.977354	1.22238	0.998401	False
1265	1.37409	1.7678	1.28652	1.05079	False
1266	0.720025	0.920085	1.27785	1.04371	False
1268	2.01954	2.67215	1.32315	1.08071	False
1269	1.30477	1.73125	1.32687	1.08374	False
1270	1.2338	1.64265	1.33137	1.08742	False
1274	2.69247	4.11888	1.52978	1.24947	False
1275	1.01295	1.30908	1.29235	1.05555	False
1276	2.90227	4.19639	1.4459	1.18096	False
1277	1.1142	1.50486	1.35063	1.10315	False
1278	0.768788	1.13987	1.48268	1.21101	False
1279	0.853393	1.17447	1.37624	1.12407	False
1280	0.849885	1.09069	1.28333	1.04818	False
1281	1.18133	1.44996	1.22739	1.00249	False
1282	1.90482	2.68523	1.40971	1.1514	False
1283	1.45008	2.07868	1.43349	1.17083	False
1285	3.56375	5.27272	1.47954	1.20844	False
1286	1.11699	1.51838	1.35935	1.11027	False
1288	1.34803	1.70446	1.26441	1.03273	False
1289	1.94536	2.72311	1.3998	1.14331	False
1290	1.02409	1.48053	1.4457	1.1808	False
1291	1.20836	1.6337	1.35199	1.10426	False
1292	1.2925	1.73156	1.3397	1.09423	False
1293	1.32358	1.71321	1.29437	1.0572	False
1294	0.552177	0.776263	1.40582	1.14823	False
1295	0.845199	1.04028	1.23081	1.00529	False
1296	0.463753	0.647116	1.39539	1.13971	False
1297	0.870362	1.1533	1.32508	1.08228	False
