design	catalog	target_yr	short_budget	long_budget	mtime_yr
bracewell4	hab2lo	7.5	25958.8659	7196.8567	17.2966
bracewell4	hab2lo	7.5	25958.8659	11037.1550	17.2966
bracewell4	hab2lo	7.5	25958.8659	16926.6662	17.2966
bracewell4	hab2lo	7.5	25958.8659	25958.8659	17.2966
bracewell4	hab2lo	7.5	25958.8659	39810.7171	17.2966
bracewell4	hab2lo	7.5	39810.7171	100.0000	21.3037
bracewell4	hab2lo	7.5	39810.7171	153.3608	21.3037
bracewell4	hab2lo	7.5	39810.7171	235.1953	21.3037
bracewell4	hab2lo	7.5	39810.7171	360.6973	21.3037
bracewell4	hab2lo	7.5	39810.7171	553.1681	21.3037
bracewell4	hab2lo	7.5	39810.7171	848.3429	21.3037
bracewell4	hab2lo	7.5	39810.7171	1301.0252	21.3037
bracewell4	hab2lo	7.5	39810.7171	1995.2623	21.3037
bracewell4	hab2lo	7.5	39810.7171	3059.9497	21.3037
bracewell4	hab2lo	7.5	39810.7171	4692.7625	21.3037
bracewell4	hab2lo	7.5	39810.7171	7196.8567	21.3037
bracewell4	hab2lo	7.5	39810.7171	11037.1550	21.3037
bracewell4	hab2lo	7.5	39810.7171	16926.6662	21.3037
bracewell4	hab2lo	7.5	39810.7171	25958.8659	21.3037
bracewell4	hab2lo	7.5	39810.7171	39810.7171	21.3037
triple6	hab2hi	4.0	100.0000	100.0000	3.7762
triple6	hab2hi	4.0	100.0000	153.3608	3.8025
triple6	hab2hi	4.0	100.0000	235.1953	3.7895
triple6	hab2hi	4.0	100.0000	360.6973	3.8773
triple6	hab2hi	4.0	100.0000	553.1681	3.9835
triple6	hab2hi	4.0	100.0000	848.3429	4.0729
triple6	hab2hi	4.0	100.0000	1301.0252	4.3031
triple6	hab2hi	4.0	100.0000	1995.2623	4.4959
triple6	hab2hi	4.0	100.0000	3059.9497	5.0627
triple6	hab2hi	4.0	100.0000	4692.7625	5.6345
triple6	hab2hi	4.0	100.0000	7196.8567	6.5155
triple6	hab2hi	4.0	100.0000	11037.1550	7.8292
triple6	hab2hi	4.0	100.0000	16926.6662	9.9134
triple6	hab2hi	4.0	100.0000	25958.8659	12.7864
triple6	hab2hi	4.0	100.0000	39810.7171	12.7864
triple6	hab2hi	4.0	153.3608	100.0000	3.7672
triple6	hab2hi	4.0	153.3608	153.3608	3.7977
triple6	hab2hi	4.0	153.3608	235.1953	3.9193
triple6	hab2hi	4.0	153.3608	360.6973	3.9081
triple6	hab2hi	4.0	153.3608	553.1681	4.0024
triple6	hab2hi	4.0	153.3608	848.3429	4.1303
triple6	hab2hi	4.0	153.3608	1301.0252	4.2813
triple6	hab2hi	4.0	153.3608	1995.2623	4.5405
triple6	hab2hi	4.0	153.3608	3059.9497	5.1139
triple6	hab2hi	4.0	153.3608	4692.7625	5.6575
triple6	hab2hi	4.0	153.3608	7196.8567	6.5096
triple6	hab2hi	4.0	153.3608	11037.1550	7.8624
triple6	hab2hi	4.0	153.3608	16926.6662	9.8625
triple6	hab2hi	4.0	153.3608	25958.8659	12.8152
triple6	hab2hi	4.0	153.3608	39810.7171	12.8152
triple6	hab2hi	4.0	235.1953	100.0000	3.8846
triple6	hab2hi	4.0	235.1953	153.3608	3.8902
triple6	hab2hi	4.0	235.1953	235.1953	3.9147
triple6	hab2hi	4.0	235.1953	360.6973	3.9635
triple6	hab2hi	4.0	235.1953	553.1681	4.0560
triple6	hab2hi	4.0	235.1953	848.3429	4.1265
triple6	hab2hi	4.0	235.1953	1301.0252	4.3493
triple6	hab2hi	4.0	235.1953	1995.2623	4.5852
triple6	hab2hi	4.0	235.1953	3059.9497	5.1974
triple6	hab2hi	4.0	235.1953	4692.7625	5.7363
triple6	hab2hi	4.0	235.1953	7196.8567	6.7585
triple6	hab2hi	4.0	235.1953	11037.1550	7.8916
triple6	hab2hi	4.0	235.1953	16926.6662	9.9862
triple6	hab2hi	4.0	235.1953	25958.8659	12.9125
triple6	hab2hi	4.0	235.1953	39810.7171	12.9125
triple6	hab2hi	4.0	360.6973	100.0000	3.9707
triple6	hab2hi	4.0	360.6973	153.3608	3.9298
triple6	hab2hi	4.0	360.6973	235.1953	3.9998
triple6	hab2hi	4.0	360.6973	360.6973	4.0226
triple6	hab2hi	4.0	360.6973	553.1681	4.0854
triple6	hab2hi	4.0	360.6973	848.3429	4.2001
triple6	hab2hi	4.0	360.6973	1301.0252	4.3756
triple6	hab2hi	4.0	360.6973	1995.2623	4.7033
triple6	hab2hi	4.0	360.6973	3059.9497	5.1715
triple6	hab2hi	4.0	360.6973	4692.7625	5.8255
triple6	hab2hi	4.0	360.6973	7196.8567	6.8349
triple6	hab2hi	4.0	360.6973	11037.1550	7.9675
triple6	hab2hi	4.0	360.6973	16926.6662	9.9779
triple6	hab2hi	4.0	360.6973	25958.8659	12.8874
triple6	hab2hi	4.0	360.6973	39810.7171	12.8874
triple6	hab2hi	4.0	553.1681	100.0000	4.0128
triple6	hab2hi	4.0	553.1681	153.3608	4.0407
triple6	hab2hi	4.0	553.1681	235.1953	4.0637
triple6	hab2hi	4.0	553.1681	360.6973	4.1198
triple6	hab2hi	4.0	553.1681	553.1681	4.2084
triple6	hab2hi	4.0	553.1681	848.3429	4.3243
triple6	hab2hi	4.0	553.1681	1301.0252	4.5193
triple6	hab2hi	4.0	553.1681	1995.2623	4.8743
triple6	hab2hi	4.0	553.1681	3059.9497	5.2370
triple6	hab2hi	4.0	553.1681	4692.7625	5.9099
triple6	hab2hi	4.0	553.1681	7196.8567	6.8714
triple6	hab2hi	4.0	553.1681	11037.1550	8.1357
triple6	hab2hi	4.0	553.1681	16926.6662	10.0296
triple6	hab2hi	4.0	553.1681	25958.8659	10.0296
triple6	hab2hi	4.0	553.1681	39810.7171	10.0296
triple6	hab2hi	4.0	848.3429	100.0000	4.1979
triple6	hab2hi	4.0	848.3429	153.3608	4.1693
triple6	hab2hi	4.0	848.3429	235.1953	4.2064
triple6	hab2hi	4.0	848.3429	360.6973	4.2367
triple6	hab2hi	4.0	848.3429	553.1681	4.3035
triple6	hab2hi	4.0	848.3429	848.3429	4.5339
triple6	hab2hi	4.0	848.3429	1301.0252	4.6984
triple6	hab2hi	4.0	848.3429	1995.2623	5.0013
triple6	hab2hi	4.0	848.3429	3059.9497	5.3973
triple6	hab2hi	4.0	848.3429	4692.7625	6.0757
triple6	hab2hi	4.0	848.3429	7196.8567	7.0186
triple6	hab2hi	4.0	848.3429	11037.1550	8.2233
triple6	hab2hi	4.0	848.3429	16926.6662	10.1233
triple6	hab2hi	4.0	848.3429	25958.8659	10.1233
triple6	hab2hi	4.0	848.3429	39810.7171	10.1233
triple6	hab2hi	4.0	1301.0252	100.0000	4.4222
triple6	hab2hi	4.0	1301.0252	153.3608	4.4329
triple6	hab2hi	4.0	1301.0252	235.1953	4.5336
triple6	hab2hi	4.0	1301.0252	360.6973	4.5903
triple6	hab2hi	4.0	1301.0252	553.1681	4.6335
triple6	hab2hi	4.0	1301.0252	848.3429	4.7198
triple6	hab2hi	4.0	1301.0252	1301.0252	4.9114
triple6	hab2hi	4.0	1301.0252	1995.2623	5.1974
triple6	hab2hi	4.0	1301.0252	3059.9497	5.6252
triple6	hab2hi	4.0	1301.0252	4692.7625	6.1953
triple6	hab2hi	4.0	1301.0252	7196.8567	7.2164
triple6	hab2hi	4.0	1301.0252	11037.1550	8.3403
triple6	hab2hi	4.0	1301.0252	16926.6662	10.2611
triple6	hab2hi	4.0	1301.0252	25958.8659	10.2611
triple6	hab2hi	4.0	1301.0252	39810.7171	10.2611
triple6	hab2hi	4.0	1995.2623	100.0000	4.8218
triple6	hab2hi	4.0	1995.2623	153.3608	4.8487
triple6	hab2hi	4.0	1995.2623	235.1953	4.8866
triple6	hab2hi	4.0	1995.2623	360.6973	4.9376
triple6	hab2hi	4.0	1995.2623	553.1681	4.9479
triple6	hab2hi	4.0	1995.2623	848.3429	5.0831
triple6	hab2hi	4.0	1995.2623	1301.0252	5.2102
triple6	hab2hi	4.0	1995.2623	1995.2623	5.4380
triple6	hab2hi	4.0	1995.2623	3059.9497	5.8495
triple6	hab2hi	4.0	1995.2623	4692.7625	6.5664
triple6	hab2hi	4.0	1995.2623	7196.8567	7.3372
triple6	hab2hi	4.0	1995.2623	11037.1550	8.6540
triple6	hab2hi	4.0	1995.2623	16926.6662	10.5225
triple6	hab2hi	4.0	1995.2623	25958.8659	10.5225
triple6	hab2hi	4.0	1995.2623	39810.7171	10.5225
triple6	hab2hi	4.0	3059.9497	100.0000	5.1868
triple6	hab2hi	4.0	3059.9497	153.3608	5.2053
triple6	hab2hi	4.0	3059.9497	235.1953	5.2305
triple6	hab2hi	4.0	3059.9497	360.6973	5.2734
triple6	hab2hi	4.0	3059.9497	553.1681	5.3527
triple6	hab2hi	4.0	3059.9497	848.3429	5.4468
triple6	hab2hi	4.0	3059.9497	1301.0252	5.6251
triple6	hab2hi	4.0	3059.9497	1995.2623	5.8981
triple6	hab2hi	4.0	3059.9497	3059.9497	6.3084
triple6	hab2hi	4.0	3059.9497	4692.7625	6.7806
triple6	hab2hi	4.0	3059.9497	7196.8567	7.8690
triple6	hab2hi	4.0	3059.9497	11037.1550	9.1450
triple6	hab2hi	4.0	3059.9497	16926.6662	10.9826
triple6	hab2hi	4.0	3059.9497	25958.8659	10.9826
triple6	hab2hi	4.0	3059.9497	39810.7171	10.9826
triple6	hab2hi	4.0	4692.7625	100.0000	5.7143
triple6	hab2hi	4.0	4692.7625	153.3608	5.7349
triple6	hab2hi	4.0	4692.7625	235.1953	5.7646
triple6	hab2hi	4.0	4692.7625	360.6973	5.7891
triple6	hab2hi	4.0	4692.7625	553.1681	5.8705
triple6	hab2hi	4.0	4692.7625	848.3429	5.9729
triple6	hab2hi	4.0	4692.7625	1301.0252	6.2814
triple6	hab2hi	4.0	4692.7625	1995.2623	6.3092
triple6	hab2hi	4.0	4692.7625	3059.9497	6.7057
triple6	hab2hi	4.0	4692.7625	4692.7625	7.2755
triple6	hab2hi	4.0	4692.7625	7196.8567	8.3442
triple6	hab2hi	4.0	4692.7625	11037.1550	9.4145
triple6	hab2hi	4.0	4692.7625	16926.6662	11.4616
triple6	hab2hi	4.0	4692.7625	25958.8659	11.4616
triple6	hab2hi	4.0	4692.7625	39810.7171	11.4616
triple6	hab2hi	4.0	7196.8567	100.0000	6.2885
triple6	hab2hi	4.0	7196.8567	153.3608	6.3953
triple6	hab2hi	4.0	7196.8567	235.1953	6.4220
triple6	hab2hi	4.0	7196.8567	360.6973	6.4777
triple6	hab2hi	4.0	7196.8567	553.1681	6.5498
triple6	hab2hi	4.0	7196.8567	848.3429	6.6628
triple6	hab2hi	4.0	7196.8567	1301.0252	6.7082
triple6	hab2hi	4.0	7196.8567	1995.2623	6.9743
triple6	hab2hi	4.0	7196.8567	3059.9497	7.3417
triple6	hab2hi	4.0	7196.8567	4692.7625	7.9950
triple6	hab2hi	4.0	7196.8567	7196.8567	8.8638
triple6	hab2hi	4.0	7196.8567	11037.1550	10.3334
triple6	hab2hi	4.0	7196.8567	16926.6662	10.3334
triple6	hab2hi	4.0	7196.8567	25958.8659	10.3334
triple6	hab2hi	4.0	7196.8567	39810.7171	10.3334
triple6	hab2hi	4.0	11037.1550	100.0000	7.4739
triple6	hab2hi	4.0	11037.1550	153.3608	7.5062
triple6	hab2hi	4.0	11037.1550	235.1953	7.2982
triple6	hab2hi	4.0	11037.1550	360.6973	7.2607
triple6	hab2hi	4.0	11037.1550	553.1681	7.3228
triple6	hab2hi	4.0	11037.1550	848.3429	7.3940
triple6	hab2hi	4.0	11037.1550	1301.0252	7.5908
triple6	hab2hi	4.0	11037.1550	1995.2623	7.8785
triple6	hab2hi	4.0	11037.1550	3059.9497	8.3859
triple6	hab2hi	4.0	11037.1550	4692.7625	8.9476
triple6	hab2hi	4.0	11037.1550	7196.8567	9.7326
triple6	hab2hi	4.0	11037.1550	11037.1550	11.3603
triple6	hab2hi	4.0	11037.1550	16926.6662	11.3603
triple6	hab2hi	4.0	11037.1550	25958.8659	11.3603
triple6	hab2hi	4.0	11037.1550	39810.7171	11.3603
triple6	hab2hi	4.0	16926.6662	100.0000	8.3869
triple6	hab2hi	4.0	16926.6662	153.3608	8.6142
triple6	hab2hi	4.0	16926.6662	235.1953	8.7564
triple6	hab2hi	4.0	16926.6662	360.6973	8.8224
triple6	hab2hi	4.0	16926.6662	553.1681	8.7226
triple6	hab2hi	4.0	16926.6662	848.3429	9.0600
triple6	hab2hi	4.0	16926.6662	1301.0252	8.8944
triple6	hab2hi	4.0	16926.6662	1995.2623	9.2773
triple6	hab2hi	4.0	16926.6662	3059.9497	9.6249
triple6	hab2hi	4.0	16926.6662	4692.7625	10.2938
triple6	hab2hi	4.0	16926.6662	7196.8567	10.2938
triple6	hab2hi	4.0	16926.6662	11037.1550	10.2938
triple6	hab2hi	4.0	16926.6662	16926.6662	10.2938
triple6	hab2hi	4.0	16926.6662	25958.8659	10.2938
triple6	hab2hi	4.0	16926.6662	39810.7171	10.2938
triple6	hab2hi	4.0	25958.8659	100.0000	10.2401
triple6	hab2hi	4.0	25958.8659	153.3608	10.2401
triple6	hab2hi	4.0	25958.8659	235.1953	10.2401
triple6	hab2hi	4.0	25958.8659	360.6973	10.2401
triple6	hab2hi	4.0	25958.8659	553.1681	10.2401
triple6	hab2hi	4.0	25958.8659	848.3429	10.2401
triple6	hab2hi	4.0	25958.8659	1301.0252	10.2401
triple6	hab2hi	4.0	25958.8659	1995.2623	10.2401
triple6	hab2hi	4.0	25958.8659	3059.9497	10.2401
triple6	hab2hi	4.0	25958.8659	4692.7625	10.2401
triple6	hab2hi	4.0	25958.8659	7196.8567	10.2401
triple6	hab2hi	4.0	25958.8659	11037.1550	10.2401
triple6	hab2hi	4.0	25958.8659	16926.6662	10.2401
triple6	hab2hi	4.0	25958.8659	25958.8659	10.2401
triple6	hab2hi	4.0	25958.8659	39810.7171	10.2401
triple6	hab2hi	4.0	39810.7171	100.0000	12.5668
triple6	hab2hi	4.0	39810.7171	153.3608	12.5668
triple6	hab2hi	4.0	39810.7171	235.1953	12.5668
triple6	hab2hi	4.0	39810.7171	360.6973	12.5668
triple6	hab2hi	4.0	39810.7171	553.1681	12.5668
triple6	hab2hi	4.0	39810.7171	848.3429	12.5668
triple6	hab2hi	4.0	39810.7171	1301.0252	12.5668
triple6	hab2hi	4.0	39810.7171	1995.2623	12.5668
triple6	hab2hi	4.0	39810.7171	3059.9497	12.5668
triple6	hab2hi	4.0	39810.7171	4692.7625	12.5668
triple6	hab2hi	4.0	39810.7171	7196.8567	12.5668
triple6	hab2hi	4.0	39810.7171	11037.1550	12.5668
triple6	hab2hi	4.0	39810.7171	16926.6662	12.5668
triple6	hab2hi	4.0	39810.7171	25958.8659	12.5668
triple6	hab2hi	4.0	39810.7171	39810.7171	12.5668
triple6	hab2lo	5.5	100.0000	100.0000	5.2262
triple6	hab2lo	5.5	100.0000	153.3608	5.2741
triple6	hab2lo	5.5	100.0000	235.1953	5.3521
triple6	hab2lo	5.5	100.0000	360.6973	5.3931
triple6	hab2lo	5.5	100.0000	553.1681	5.5200
triple6	hab2lo	5.5	100.0000	848.3429	5.7511
triple6	hab2lo	5.5	100.0000	1301.0252	6.1411
triple6	hab2lo	5.5	100.0000	1995.2623	6.5099
triple6	hab2lo	5.5	100.0000	3059.9497	7.0174
triple6	hab2lo	5.5	100.0000	4692.7625	8.1490
triple6	hab2lo	5.5	100.0000	7196.8567	9.2801
triple6	hab2lo	5.5	100.0000	11037.1550	11.3217
triple6	hab2lo	5.5	100.0000	16926.6662	11.3217
triple6	hab2lo	5.5	100.0000	25958.8659	11.3217
triple6	hab2lo	5.5	100.0000	39810.7171	11.3217
triple6	hab2lo	5.5	153.3608	100.0000	5.3831
triple6	hab2lo	5.5	153.3608	153.3608	5.3601
triple6	hab2lo	5.5	153.3608	235.1953	5.3796
triple6	hab2lo	5.5	153.3608	360.6973	5.4858
triple6	hab2lo	5.5	153.3608	553.1681	5.6520
triple6	hab2lo	5.5	153.3608	848.3429	5.9135
triple6	hab2lo	5.5	153.3608	1301.0252	6.2054
triple6	hab2lo	5.5	153.3608	1995.2623	6.5481
triple6	hab2lo	5.5	153.3608	3059.9497	7.0102
triple6	hab2lo	5.5	153.3608	4692.7625	8.1222
triple6	hab2lo	5.5	153.3608	7196.8567	9.4344
triple6	hab2lo	5.5	153.3608	11037.1550	11.3055
triple6	hab2lo	5.5	153.3608	16926.6662	11.3055
triple6	hab2lo	5.5	153.3608	25958.8659	11.3055
triple6	hab2lo	5.5	153.3608	39810.7171	11.3055
triple6	hab2lo	5.5	235.1953	100.0000	5.4523
triple6	hab2lo	5.5	235.1953	153.3608	5.4801
triple6	hab2lo	5.5	235.1953	235.1953	5.5217
triple6	hab2lo	5.5	235.1953	360.6973	5.5668
triple6	hab2lo	5.5	235.1953	553.1681	5.7601
triple6	hab2lo	5.5	235.1953	848.3429	5.9311
triple6	hab2lo	5.5	235.1953	1301.0252	6.1744
triple6	hab2lo	5.5	235.1953	1995.2623	6.5148
triple6	hab2lo	5.5	235.1953	3059.9497	7.0815
triple6	hab2lo	5.5	235.1953	4692.7625	8.2034
triple6	hab2lo	5.5	235.1953	7196.8567	9.5130
triple6	hab2lo	5.5	235.1953	11037.1550	11.3856
triple6	hab2lo	5.5	235.1953	16926.6662	11.3856
triple6	hab2lo	5.5	235.1953	25958.8659	11.3856
triple6	hab2lo	5.5	235.1953	39810.7171	11.3856
triple6	hab2lo	5.5	360.6973	100.0000	5.6892
triple6	hab2lo	5.5	360.6973	153.3608	5.6955
triple6	hab2lo	5.5	360.6973	235.1953	5.7321
triple6	hab2lo	5.5	360.6973	360.6973	5.6865
triple6	hab2lo	5.5	360.6973	553.1681	5.8852
triple6	hab2lo	5.5	360.6973	848.3429	6.1345
triple6	hab2lo	5.5	360.6973	1301.0252	6.2624
triple6	hab2lo	5.5	360.6973	1995.2623	6.6894
triple6	hab2lo	5.5	360.6973	3059.9497	7.1794
triple6	hab2lo	5.5	360.6973	4692.7625	8.3552
triple6	hab2lo	5.5	360.6973	7196.8567	9.5976
triple6	hab2lo	5.5	360.6973	11037.1550	11.4036
triple6	hab2lo	5.5	360.6973	16926.6662	11.4036
triple6	hab2lo	5.5	360.6973	25958.8659	11.4036
triple6	hab2lo	5.5	360.6973	39810.7171	11.4036
triple6	hab2lo	5.5	553.1681	100.0000	5.7510
triple6	hab2lo	5.5	553.1681	153.3608	5.7821
triple6	hab2lo	5.5	553.1681	235.1953	5.8933
triple6	hab2lo	5.5	553.1681	360.6973	5.9326
triple6	hab2lo	5.5	553.1681	553.1681	6.0662
triple6	hab2lo	5.5	553.1681	848.3429	6.1356
triple6	hab2lo	5.5	553.1681	1301.0252	6.5693
triple6	hab2lo	5.5	553.1681	1995.2623	6.7313
triple6	hab2lo	5.5	553.1681	3059.9497	7.5562
triple6	hab2lo	5.5	553.1681	4692.7625	8.4519
triple6	hab2lo	5.5	553.1681	7196.8567	9.5992
triple6	hab2lo	5.5	553.1681	11037.1550	11.4653
triple6	hab2lo	5.5	553.1681	16926.6662	11.4653
triple6	hab2lo	5.5	553.1681	25958.8659	11.4653
triple6	hab2lo	5.5	553.1681	39810.7171	11.4653
triple6	hab2lo	5.5	848.3429	100.0000	5.9696
triple6	hab2lo	5.5	848.3429	153.3608	6.0035
triple6	hab2lo	5.5	848.3429	235.1953	6.0429
triple6	hab2lo	5.5	848.3429	360.6973	6.2021
triple6	hab2lo	5.5	848.3429	553.1681	6.3107
triple6	hab2lo	5.5	848.3429	848.3429	6.4897
triple6	hab2lo	5.5	848.3429	1301.0252	6.5272
triple6	hab2lo	5.5	848.3429	1995.2623	6.9355
triple6	hab2lo	5.5	848.3429	3059.9497	7.8012
triple6	hab2lo	5.5	848.3429	4692.7625	8.6860
triple6	hab2lo	5.5	848.3429	7196.8567	9.8096
triple6	hab2lo	5.5	848.3429	11037.1550	11.9581
triple6	hab2lo	5.5	848.3429	16926.6662	11.9581
triple6	hab2lo	5.5	848.3429	25958.8659	11.9581
triple6	hab2lo	5.5	848.3429	39810.7171	11.9581
triple6	hab2lo	5.5	1301.0252	100.0000	6.3332
triple6	hab2lo	5.5	1301.0252	153.3608	6.4091
triple6	hab2lo	5.5	1301.0252	235.1953	6.5253
triple6	hab2lo	5.5	1301.0252	360.6973	6.5551
triple6	hab2lo	5.5	1301.0252	553.1681	6.6810
triple6	hab2lo	5.5	1301.0252	848.3429	6.8759
triple6	hab2lo	5.5	1301.0252	1301.0252	7.1889
triple6	hab2lo	5.5	1301.0252	1995.2623	7.4765
triple6	hab2lo	5.5	1301.0252	3059.9497	8.2748
triple6	hab2lo	5.5	1301.0252	4692.7625	8.9883
triple6	hab2lo	5.5	1301.0252	7196.8567	10.1085
triple6	hab2lo	5.5	1301.0252	11037.1550	10.1085
triple6	hab2lo	5.5	1301.0252	16926.6662	10.1085
triple6	hab2lo	5.5	1301.0252	25958.8659	10.1085
triple6	hab2lo	5.5	1301.0252	39810.7171	10.1085
triple6	hab2lo	5.5	1995.2623	100.0000	6.9030
triple6	hab2lo	5.5	1995.2623	153.3608	6.9416
triple6	hab2lo	5.5	1995.2623	235.1953	6.9892
triple6	hab2lo	5.5	1995.2623	360.6973	7.0553
triple6	hab2lo	5.5	1995.2623	553.1681	7.1821
triple6	hab2lo	5.5	1995.2623	848.3429	7.2862
triple6	hab2lo	5.5	1995.2623	1301.0252	7.4831
triple6	hab2lo	5.5	1995.2623	1995.2623	7.7568
triple6	hab2lo	5.5	1995.2623	3059.9497	8.5651
triple6	hab2lo	5.5	1995.2623	4692.7625	9.4356
triple6	hab2lo	5.5	1995.2623	7196.8567	10.7420
triple6	hab2lo	5.5	1995.2623	11037.1550	10.7420
triple6	hab2lo	5.5	1995.2623	16926.6662	10.7420
triple6	hab2lo	5.5	1995.2623	25958.8659	10.7420
triple6	hab2lo	5.5	1995.2623	39810.7171	10.7420
triple6	hab2lo	5.5	3059.9497	100.0000	7.4728
triple6	hab2lo	5.5	3059.9497	153.3608	7.5001
triple6	hab2lo	5.5	3059.9497	235.1953	7.5405
triple6	hab2lo	5.5	3059.9497	360.6973	7.6237
triple6	hab2lo	5.5	3059.9497	553.1681	7.7155
triple6	hab2lo	5.5	3059.9497	848.3429	7.9296
triple6	hab2lo	5.5	3059.9497	1301.0252	8.0703
triple6	hab2lo	5.5	3059.9497	1995.2623	8.5227
triple6	hab2lo	5.5	3059.9497	3059.9497	9.0604
triple6	hab2lo	5.5	3059.9497	4692.7625	9.9576
triple6	hab2lo	5.5	3059.9497	7196.8567	11.3177
triple6	hab2lo	5.5	3059.9497	11037.1550	11.3177
triple6	hab2lo	5.5	3059.9497	16926.6662	11.3177
triple6	hab2lo	5.5	3059.9497	25958.8659	11.3177
triple6	hab2lo	5.5	3059.9497	39810.7171	11.3177
triple6	hab2lo	5.5	4692.7625	100.0000	8.3260
triple6	hab2lo	5.5	4692.7625	153.3608	8.3397
triple6	hab2lo	5.5	4692.7625	235.1953	8.3596
triple6	hab2lo	5.5	4692.7625	360.6973	8.3898
triple6	hab2lo	5.5	4692.7625	553.1681	8.4731
triple6	hab2lo	5.5	4692.7625	848.3429	8.6345
triple6	hab2lo	5.5	4692.7625	1301.0252	8.9027
triple6	hab2lo	5.5	4692.7625	1995.2623	9.2996
triple6	hab2lo	5.5	4692.7625	3059.9497	9.9487
triple6	hab2lo	5.5	4692.7625	4692.7625	10.7373
triple6	hab2lo	5.5	4692.7625	7196.8567	10.7373
triple6	hab2lo	5.5	4692.7625	11037.1550	10.7373
triple6	hab2lo	5.5	4692.7625	16926.6662	10.7373
triple6	hab2lo	5.5	4692.7625	25958.8659	10.7373
triple6	hab2lo	5.5	4692.7625	39810.7171	10.7373
triple6	hab2lo	5.5	7196.8567	100.0000	9.3977
triple6	hab2lo	5.5	7196.8567	153.3608	9.4200
triple6	hab2lo	5.5	7196.8567	235.1953	9.4647
triple6	hab2lo	5.5	7196.8567	360.6973	9.5420
triple6	hab2lo	5.5	7196.8567	553.1681	9.6945
triple6	hab2lo	5.5	7196.8567	848.3429	9.8315
triple6	hab2lo	5.5	7196.8567	1301.0252	9.9718
triple6	hab2lo	5.5	7196.8567	1995.2623	10.4368
triple6	hab2lo	5.5	7196.8567	3059.9497	10.4368
triple6	hab2lo	5.5	7196.8567	4692.7625	10.4368
triple6	hab2lo	5.5	7196.8567	7196.8567	10.4368
triple6	hab2lo	5.5	7196.8567	11037.1550	10.4368
triple6	hab2lo	5.5	7196.8567	16926.6662	10.4368
triple6	hab2lo	5.5	7196.8567	25958.8659	10.4368
triple6	hab2lo	5.5	7196.8567	39810.7171	10.4368
triple6	hab2lo	5.5	11037.1550	100.0000	10.9961
triple6	hab2lo	5.5	11037.1550	153.3608	10.9961
triple6	hab2lo	5.5	11037.1550	235.1953	10.9961
triple6	hab2lo	5.5	11037.1550	360.6973	10.9961
triple6	hab2lo	5.5	11037.1550	553.1681	10.9961
triple6	hab2lo	5.5	11037.1550	848.3429	10.9961
triple6	hab2lo	5.5	11037.1550	1301.0252	10.9961
triple6	hab2lo	5.5	11037.1550	1995.2623	10.9961
triple6	hab2lo	5.5	11037.1550	3059.9497	10.9961
triple6	hab2lo	5.5	11037.1550	4692.7625	10.9961
triple6	hab2lo	5.5	11037.1550	7196.8567	10.9961
triple6	hab2lo	5.5	11037.1550	11037.1550	10.9961
triple6	hab2lo	5.5	11037.1550	16926.6662	10.9961
triple6	hab2lo	5.5	11037.1550	25958.8659	10.9961
triple6	hab2lo	5.5	11037.1550	39810.7171	10.9961
triple6	hab2lo	5.5	16926.6662	100.0000	12.8216
triple6	hab2lo	5.5	16926.6662	153.3608	12.8216
triple6	hab2lo	5.5	16926.6662	235.1953	12.8216
triple6	hab2lo	5.5	16926.6662	360.6973	12.8216
triple6	hab2lo	5.5	16926.6662	553.1681	12.8216
triple6	hab2lo	5.5	16926.6662	848.3429	12.8216
triple6	hab2lo	5.5	16926.6662	1301.0252	12.8216
triple6	hab2lo	5.5	16926.6662	1995.2623	12.8216
triple6	hab2lo	5.5	16926.6662	3059.9497	12.8216
triple6	hab2lo	5.5	16926.6662	4692.7625	12.8216
triple6	hab2lo	5.5	16926.6662	7196.8567	12.8216
triple6	hab2lo	5.5	16926.6662	11037.1550	12.8216
triple6	hab2lo	5.5	16926.6662	16926.6662	12.8216
triple6	hab2lo	5.5	16926.6662	25958.8659	12.8216
triple6	hab2lo	5.5	16926.6662	39810.7171	12.8216
triple6	hab2lo	5.5	25958.8659	100.0000	16.1354
triple6	hab2lo	5.5	25958.8659	153.3608	16.1354
triple6	hab2lo	5.5	25958.8659	235.1953	16.1354
triple6	hab2lo	5.5	25958.8659	360.6973	16.1354
triple6	hab2lo	5.5	25958.8659	553.1681	16.1354
triple6	hab2lo	5.5	25958.8659	848.3429	16.1354
triple6	hab2lo	5.5	25958.8659	1301.0252	16.1354
triple6	hab2lo	5.5	25958.8659	1995.2623	16.1354
triple6	hab2lo	5.5	25958.8659	3059.9497	16.1354
triple6	hab2lo	5.5	25958.8659	4692.7625	16.1354
triple6	hab2lo	5.5	25958.8659	7196.8567	16.1354
triple6	hab2lo	5.5	25958.8659	11037.1550	16.1354
triple6	hab2lo	5.5	25958.8659	16926.6662	16.1354
triple6	hab2lo	5.5	25958.8659	25958.8659	16.1354
triple6	hab2lo	5.5	25958.8659	39810.7171	16.1354
triple6	hab2lo	5.5	39810.7171	100.0000	20.7690
triple6	hab2lo	5.5	39810.7171	153.3608	20.7690
triple6	hab2lo	5.5	39810.7171	235.1953	20.7690
triple6	hab2lo	5.5	39810.7171	360.6973	20.7690
triple6	hab2lo	5.5	39810.7171	553.1681	20.7690
triple6	hab2lo	5.5	39810.7171	848.3429	20.7690
