timestamp	catalog	null_order	config	localzodi_scale	mtime_zero_budget_yr	mtime_target_yr	flat_endpoint_ph_s_um	wall_s
2026-07-27T19:48:24+00:00	hab2hi	2	corrected	1.0	5.318721	5.5	142.41363438231622	55.3
2026-07-27T19:49:23+00:00	hab2hi	2	pre_correction	0.785398	4.823484	5.5	751.9899076477825	58.4
2026-07-27T19:50:51+00:00	hab2hi	4	corrected	1.0	4.467216	5.5	641.2475680378299	88.1
2026-07-27T19:52:42+00:00	hab2hi	4	pre_correction	0.785398	3.862456	5.5	994.3771098148375	111.6
2026-07-27T19:53:38+00:00	hab2lo	2	corrected	1.0	7.409976	7.5	62.16788556411485	43.9
2026-07-27T19:54:24+00:00	hab2lo	2	pre_correction	0.785398	6.572859	7.5	686.1167149339079	45.3
2026-07-27T19:55:24+00:00	hab2lo	4	corrected	1.0	6.04165	7.5	596.4540450284709	60.2
2026-07-27T19:56:45+00:00	hab2lo	4	pre_correction	0.785398	5.20234	7.5	896.8518956682607	80.9
