timestamp	catalog	architecture	mtime_target_yr	budget_family	endpoint_ph_s_um	mtime_achieved_yr	wall_s
2026-07-27T23:14:31+00:00	hab2hi	triple_nuller_6ap	5.5	flat	138.1470563742709	5.536131	161.7
2026-07-27T23:16:47+00:00	hab2hi	triple_nuller_6ap	5.5	long_weighted	347.0934216272749	5.510494	136.1
2026-07-27T23:20:33+00:00	hab2hi	triple_nuller_6ap	5.5	short_weighted	181.3812544369667	5.553811	225.8
2026-07-27T23:23:19+00:00	hab2hi	triple_nuller_6ap	6.0	flat	394.4889462684704	6.031992	165.3
2026-07-27T23:25:40+00:00	hab2hi	triple_nuller_6ap	6.0	long_weighted	890.4653255818049	6.036832	141.2
2026-07-27T23:28:23+00:00	hab2hi	triple_nuller_6ap	6.0	short_weighted	698.0513027814328	5.993841	162.7
