nstar	snr_ref	snr_t6	ratio	ratio_equal_area	in_ref_top50
2211	0.441522	0.500867	1.13441	0.926549	False
2212	0.614594	0.629026	1.02348	0.835947	False
2213	1.17447	1.47702	1.25761	1.02718	False
2214	0.487972	0.538303	1.10314	0.901011	False
2215	0.984925	1.16323	1.18103	0.964628	False
2216	1.18519	1.4191	1.19736	0.977965	False
2218	0.54402	0.535049	0.98351	0.803299	False
2219	0.792412	1.03833	1.31035	1.07025	False
2221	1.15135	1.52909	1.32809	1.08474	False
2222	1.58195	1.86212	1.1771	0.961418	False
2223	0.984609	1.11111	1.12848	0.921705	False
2224	1.075	1.22856	1.14284	0.933434	False
2225	0.99597	1.16706	1.17179	0.957077	False
2226	1.51454	2.04419	1.3497	1.10239	False
2227	1.14487	1.44694	1.26385	1.03227	False
2229	0.920035	1.26569	1.3757	1.12362	False
2232	3.43333	4.60133	1.3402	1.09463	False
2233	1.27281	1.58041	1.24167	1.01415	False
2234	0.86647	1.09986	1.26936	1.03677	False
2235	2.76305	3.38057	1.22349	0.999307	False
2236	1.48273	1.73468	1.16993	0.955559	False
2238	1.17935	1.45765	1.23597	1.0095	False
2239	0.512797	0.56102	1.09404	0.893576	False
2241	2.8517	3.73998	1.31149	1.07118	False
2242	3.07933	3.95617	1.28475	1.04934	False
2243	1.52628	2.16756	1.42016	1.15994	False
2244	0.848689	0.932418	1.09866	0.897347	False
2247	3.33127	4.88726	1.46708	1.19827	False
2248	0.153415	0.191729	1.24973	1.02074	False
2249	0.664192	0.700998	1.05541	0.862027	False
2250	1.20003	1.40283	1.169	0.9548	False
2251	0.763596	0.910773	1.19274	0.974194	False
2252	1.14192	1.27601	1.11743	0.912681	False
2253	0.863662	0.976064	1.13015	0.923066	False
2254	0.667439	0.65577	0.982516	0.802487	False
2255	1.32566	1.64121	1.23803	1.01118	False
2256	0.429275	0.432044	1.00645	0.822036	False
2257	1.21526	1.70231	1.40077	1.14411	False
2258	3.63383	5.46184	1.50305	1.22764	False
2259	1.04117	1.43884	1.38195	1.12873	False
2260	0.879108	0.995949	1.13291	0.925322	False
2261	1.55745	1.51223	0.970961	0.793049	False
2262	0.810945	0.89844	1.10789	0.90489	False
2263	1.9185	2.50543	1.30594	1.06665	False
2265	2.58135	2.95794	1.14589	0.935925	False
2267	1.10964	1.33286	1.20116	0.981067	False
2268	1.52826	1.90878	1.24899	1.02014	False
2269	0.91545	1.17296	1.28129	1.04651	False
2270	1.82938	2.17365	1.18819	0.970474	False
2271	0.54505	0.67482	1.23809	1.01123	False
2273	1.02245	1.30862	1.27989	1.04537	False
2274	1.30794	1.40866	1.07701	0.879664	False
2275	0.672529	0.804998	1.19697	0.977646	False
2276	0.558378	0.628548	1.12567	0.919408	False
2277	1.1016	1.46299	1.32806	1.08472	False
2278	0.80215	0.928977	1.15811	0.945905	False
2279	2.10818	2.45709	1.1655	0.951946	False
2280	0.817943	0.952667	1.16471	0.951298	False
2281	0.817908	1.0631	1.29978	1.06162	False
2282	2.45711	3.27592	1.33324	1.08895	False
2283	0.737171	0.817979	1.10962	0.906301	False
2284	3.9569	5.03072	1.27138	1.03842	False
2285	1.44494	1.83867	1.27249	1.03933	False
2286	1.20688	1.40319	1.16266	0.949626	False
2287	0.822954	0.978798	1.18937	0.97144	False
2288	1.41217	1.64611	1.16566	0.952073	False
2290	0.968549	1.11668	1.15294	0.941684	False
2291	0.566013	0.62188	1.0987	0.897385	False
2292	1.66683	2.11422	1.26841	1.03599	False
2293	2.48963	3.08787	1.24029	1.01303	False
2294	1.439	1.40676	0.977594	0.798467	False
2295	0.570015	0.641954	1.12621	0.919847	False
2296	0.705423	0.885528	1.25532	1.0253	False
2297	1.37287	1.64033	1.19482	0.975893	False
2298	1.64022	1.96794	1.19981	0.979962	False
2299	1.69393	1.7672	1.04325	0.852096	False
2300	2.39563	2.68241	1.11971	0.914544	False
2301	1.2179	1.29369	1.06223	0.867595	False
2302	1.34166	1.30627	0.973624	0.795224	False
2303	2.33645	3.11726	1.33419	1.08972	False
2304	0.772746	0.928592	1.20168	0.981491	False
2305	1.5687	1.83535	1.16999	0.955606	False
2306	0.728394	0.813564	1.11693	0.912271	False
2307	2.42678	2.88614	1.18929	0.97137	False
2308	1.28485	1.54267	1.20067	0.980664	False
2309	0.462968	0.499481	1.07887	0.881183	False
2310	1.27395	1.39432	1.09449	0.89394	False
2311	0.983226	1.06092	1.07902	0.881312	False
2312	1.40363	1.77518	1.26471	1.03297	False
2313	2.52622	3.22018	1.27471	1.04114	False
2314	0.790623	0.781326	0.98824	0.807162	False
2317	0.628052	0.742679	1.18251	0.965837	False
2318	1.14039	1.33417	1.16992	0.955551	False
2319	2.43443	3.25378	1.33657	1.09166	False
2320	0.658251	0.577997	0.87808	0.717187	False
2321	2.80424	4.01236	1.43082	1.16865	False
2322	1.1955	1.3262	1.10933	0.906063	False
2323	1.28832	1.62485	1.26122	1.03012	False
2324	1.54267	1.91441	1.24097	1.01358	False
2325	3.08443	4.24178	1.37522	1.12324	False
2326	1.17902	1.43434	1.21655	0.99364	False
2327	1.21004	1.39056	1.14919	0.938621	False
2328	2.89269	3.34109	1.15501	0.943375	False
2329	0.71947	0.801085	1.11344	0.90942	False
2330	1.12673	1.15373	1.02396	0.836335	False
2331	1.44552	1.79615	1.24257	1.01489	False
2332	2.91523	3.72918	1.27921	1.04481	False
2334	1.47932	1.6893	1.14195	0.932705	False
2335	1.17662	1.33909	1.13808	0.929546	False
2336	1.19909	1.2097	1.00885	0.823993	False
2338	0.65442	0.778283	1.18927	0.971357	False
2339	0.572202	0.681309	1.19068	0.972508	False
2340	1.74555	2.35577	1.34959	1.1023	False
2341	1.73923	1.93983	1.11534	0.910971	False
2342	2.06923	2.80972	1.35786	1.10905	False
2343	0.566188	0.731142	1.29134	1.05473	False
2346	1.16888	1.1799	1.00942	0.824462	False
2347	0.654758	0.711791	1.08711	0.887912	False
2348	0.859749	0.770113	0.895742	0.731613	False
2351	0.562434	0.608676	1.08222	0.883919	False
2352	1.41301	1.5917	1.12646	0.920054	False
2353	0.882542	0.902151	1.02222	0.834915	False
2354	0.634144	0.637178	1.00478	0.820675	False
2355	2.17077	2.67502	1.2323	1.0065	False
2356	0.631599	0.537718	0.85136	0.695363	False
2357	1.73411	1.97149	1.13688	0.928569	False
2358	0.982647	1.16249	1.18302	0.966255	False
2359	1.21291	1.26272	1.04107	0.850311	False
2360	0.75096	0.722588	0.962219	0.785909	False
2361	3.82649	5.65654	1.47826	1.20739	False
2362	1.0359	1.19159	1.1503	0.939531	False
2365	1.24339	1.50693	1.21196	0.989886	False
2366	3.16477	3.24999	1.02693	0.83876	False
2367	5.61357	8.00551	1.4261	1.16479	False
2368	1.58559	1.90572	1.2019	0.981671	False
2369	2.04297	2.51178	1.22947	1.00419	False
2370	1.16057	1.16204	1.00127	0.817804	False
2371	1.54481	1.8274	1.18293	0.966174	False
2372	3.76823	5.08985	1.35073	1.10323	False
2373	1.43528	1.89489	1.32022	1.07831	False
2374	0.95068	1.15294	1.21275	0.990533	False
2375	1.81053	2.07104	1.14388	0.934287	False
2376	0.600535	0.490464	0.816711	0.667063	False
2377	1.24339	1.47365	1.18518	0.968018	False
2378	1.37872	1.63049	1.18261	0.965918	False
2379	1.74598	2.2529	1.29034	1.05391	False
2380	1.7119	2.09364	1.22299	0.998895	False
2381	1.38415	1.62972	1.17741	0.961673	False
2382	1.17597	1.31324	1.11673	0.912109	False
2383	2.592	3.34613	1.29095	1.0544	False
2384	2.64019	3.08408	1.16813	0.954088	False
2385	2.02333	2.2895	1.13155	0.924215	False
2386	2.88564	4.00219	1.38693	1.1328	False
2387	1.51007	1.58096	1.04694	0.855108	False
2388	0.799425	0.940635	1.17664	0.961041	False
2389	1.47043	1.33614	0.908671	0.742173	False
2391	1.27375	1.58049	1.24081	1.01345	False
2392	0.916644	0.916127	0.999436	0.816307	False
2393	2.1763	2.40023	1.10289	0.900806	False
2394	1.38536	1.60991	1.16209	0.949156	False
2395	1.05132	1.27903	1.2166	0.99368	False
2396	0.83236	1.05978	1.27322	1.03993	False
2397	1.38131	1.5984	1.15716	0.945132	False
2399	0.93662	0.920236	0.982508	0.80248	False
2400	1.73812	1.92715	1.10876	0.9056	False
2401	2.25404	2.48795	1.10377	0.901526	False
2402	0.73381	0.835682	1.13883	0.930155	False
2403	2.97061	3.64038	1.22547	1.00092	False
2404	0.68786	0.743066	1.08026	0.88232	False
2405	1.59556	1.81111	1.13509	0.927108	False
2407	0.736389	0.893833	1.21381	0.991396	False
2408	1.87046	2.22483	1.18946	0.971511	False
2409	0.538924	0.420149	0.779607	0.636758	False
2410	1.01477	0.994008	0.97954	0.800056	False
2411	1.49215	1.7527	1.17461	0.959385	False
2412	0.91719	1.0735	1.17042	0.955964	False
2413	5.29659	6.93599	1.30952	1.06957	False
2414	0.979185	1.34928	1.37796	1.12547	False
2415	1.26191	1.3992	1.1088	0.905629	False
2416	3.29868	3.98778	1.2089	0.98739	False
2418	1.12208	1.2232	1.09012	0.890371	False
2419	0.880584	0.981115	1.11416	0.910013	False
2420	2.71487	2.8739	1.05858	0.864612	False
2421	0.798404	0.920659	1.15312	0.941833	False
2422	1.18177	1.04515	0.884393	0.722343	False
2425	0.542266	0.448621	0.827308	0.675718	False
2427	2.50704	2.87688	1.14752	0.937255	False
2428	0.543328	0.598245	1.10108	0.899322	False
2429	3.8245	5.28587	1.38211	1.12886	False
2430	3.16769	4.03951	1.27522	1.04156	False
2431	1.31805	1.49579	1.13485	0.926908	False
2432	0.731971	0.783312	1.07014	0.874056	False
2433	2.48699	2.96801	1.19341	0.974742	False
2434	1.10174	1.36819	1.24184	1.01429	False
2435	0.644568	0.689522	1.06974	0.87373	False
2436	0.824986	0.861548	1.04432	0.852964	False
2437	1.57502	2.01067	1.2766	1.04269	False
2438	0.407961	0.349154	0.855851	0.699031	False
2439	0.705536	0.87332	1.23781	1.011	False
2441	3.63673	4.52295	1.24369	1.0158	False
2442	1.13035	1.27261	1.12586	0.919562	False
2443	1.87196	2.12821	1.13689	0.928574	False
2444	0.155119	0.148755	0.958976	0.78326	False
2445	0.805404	0.869491	1.07957	0.881758	False
2446	0.885824	1.03576	1.16926	0.95501	False
2449	0.65825	0.78585	1.19385	0.975096	False
2450	1.10645	1.13296	1.02396	0.836333	False
2451	0.63892	0.77563	1.21397	0.991531	False
2452	1.31706	1.30607	0.991653	0.80995	False
2453	1.01082	1.20633	1.19343	0.974752	False
2454	2.02137	2.87267	1.42115	1.16075	False
2455	1.51679	1.87253	1.23453	1.00832	False
2456	1.14722	1.24028	1.08111	0.883019	False
2457	1.77072	2.3504	1.32737	1.08415	False
2458	1.19547	1.31488	1.09988	0.89835	False
2459	1.9593	2.56472	1.309	1.06915	False
2460	0.677135	0.78515	1.15952	0.947055	False
2462	0.474763	0.511266	1.07689	0.879565	False
2465	1.02147	1.1761	1.15138	0.940411	False
2466	0.744	0.763765	1.02657	0.838466	False
2467	0.750985	0.58064	0.773172	0.631501	False
2468	1.60925	1.50474	0.935057	0.763724	False
2469	0.753885	0.872041	1.15673	0.944778	False
2470	2.37675	3.05779	1.28654	1.0508	False
2471	1.06591	1.08956	1.02219	0.83489	False
2472	2.09415	2.6854	1.28233	1.04737	False
2474	1.92681	2.37146	1.23077	1.00525	False
2475	1.05479	1.17687	1.11574	0.9113	False
2476	1.399	1.47295	1.05285	0.859937	False
2477	2.1178	2.6278	1.24082	1.01346	False
2478	1.62301	1.90078	1.17114	0.956552	False
2479	0.670101	0.660959	0.986356	0.805623	False
2480	0.970332	1.11377	1.14782	0.937506	False
2481	3.84601	4.87604	1.26782	1.03551	False
2482	1.43178	1.32133	0.92286	0.753762	False
2483	2.32774	3.00635	1.29153	1.05488	False
2484	0.595311	0.681552	1.14487	0.93509	False
2487	0.371978	0.462586	1.24358	1.01572	False
2488	0.693659	0.76601	1.1043	0.90196	False
2489	0.697588	0.811401	1.16315	0.950025	False
2490	1.15616	1.10154	0.952756	0.77818	False
2491	0.742677	0.759853	1.02313	0.835657	False
2493	0.491331	0.566432	1.15285	0.941613	False
2494	0.813011	0.928076	1.14153	0.932364	False
2495	0.709112	0.539559	0.760895	0.621474	False
2496	0.590479	0.620663	1.05112	0.858519	False
2497	1.44909	1.6598	1.14541	0.935533	False
2498	1.01469	1.01363	0.998957	0.815915	False
2499	0.738984	0.721333	0.976115	0.797259	False
2500	1.34275	1.62133	1.20747	0.986221	False
2502	2.7044	3.05705	1.1304	0.923275	False
2503	0.737077	0.804272	1.09116	0.891227	False
2504	1.7187	1.9851	1.155	0.943369	False
2505	0.720186	0.821216	1.14028	0.931345	False
2506	1.13618	1.36602	1.20229	0.981994	False
2507	1.60544	1.9972	1.24402	1.01608	False
2508	2.57667	2.86386	1.11146	0.907802	False
2509	1.09699	1.31761	1.20112	0.981033	False
2510	3.53433	4.2459	1.20133	0.981208	False
2511	0.427331	0.463562	1.08478	0.886016	False
2512	0.8073	0.845515	1.04734	0.85543	False
2513	1.19052	1.32024	1.10896	0.905759	False
2514	1.61376	2.0082	1.24442	1.01641	False
2515	0.692571	0.736162	1.06294	0.868176	False
2516	0.994831	0.925134	0.929941	0.759545	False
2518	1.57328	1.78065	1.13181	0.924425	False
2519	0.783706	0.785584	1.0024	0.818724	False
2520	2.23868	2.42147	1.08165	0.883457	False
2521	1.60016	1.78215	1.11373	0.909659	False
2524	0.792998	0.873523	1.10155	0.899706	False
2525	1.21968	1.61248	1.32205	1.07981	False
2526	1.57558	1.73103	1.09866	0.89735	False
2527	0.95303	0.942194	0.98863	0.80748	False
2528	0.668961	0.769769	1.15069	0.939849	False
2529	1.29782	1.62978	1.25578	1.02568	False
2530	0.775795	0.816956	1.05306	0.860103	False
2531	2.81726	3.16293	1.1227	0.916982	False
2532	1.1324	1.10493	0.975743	0.796955	False
2534	1.42901	1.67028	1.16884	0.954668	False
2535	0.783319	0.853664	1.0898	0.890116	False
2536	1.48069	1.22913	0.830103	0.678001	False
2537	1.03422	1.29445	1.25162	1.02228	False
2538	1.29912	1.35616	1.04391	0.85263	False
2539	1.11308	1.2648	1.13631	0.928098	False
2540	2.50863	3.05429	1.21752	0.994427	False
2541	1.78482	2.2748	1.27452	1.04099	False
2542	2.35813	2.54553	1.07947	0.881674	False
2543	0.665293	0.672631	1.01103	0.825776	False
2544	1.04891	0.898814	0.856904	0.699891	False
2545	1.23066	1.335	1.08479	0.886017	False
2546	0.421563	0.31467	0.746436	0.609665	False
2547	0.679494	0.792414	1.16618	0.9525	False
2548	0.900818	0.972743	1.07984	0.881981	False
2549	1.04197	1.06377	1.02092	0.833854	False
2550	2.21901	2.52485	1.13782	0.929338	False
2551	0.764439	0.87346	1.14262	0.933252	False
2552	0.853623	0.814008	0.953591	0.778862	False
2553	2.50671	3.02709	1.2076	0.986324	False
2554	0.598759	0.561909	0.938456	0.7665	False
2555	2.78263	2.95924	1.06347	0.868605	False
2556	1.68085	1.49201	0.887651	0.725004	False
2557	0.544962	0.549795	1.00887	0.824012	False
2558	2.80383	3.44899	1.2301	1.0047	False
2559	1.18798	1.32289	1.11357	0.909524	False
2560	3.85319	5.27927	1.3701	1.11905	False
2561	1.70237	1.84873	1.08597	0.886988	False
2562	1.32704	1.4212	1.07095	0.874718	False
2563	0.777179	0.907355	1.1675	0.953574	False
2564	2.4695	3.20225	1.29672	1.05912	False
2565	0.672706	0.557612	0.828909	0.677026	False
2566	2.32898	2.63859	1.13294	0.925345	False
2567	1.19653	1.37751	1.15125	0.940303	False
2569	0.743238	0.785859	1.05734	0.863604	False
2570	0.63122	0.640681	1.01499	0.829008	False
2571	3.3943	3.78979	1.11652	0.911934	False
2573	0.394504	0.453321	1.14909	0.938541	False
2574	1.35619	1.6115	1.18826	0.97053	False
2575	1.00092	0.936739	0.935877	0.764394	False
2576	0.575401	0.461344	0.801778	0.654866	False
2577	1.03821	0.832502	0.801867	0.654939	False
2578	1.03263	1.06677	1.03306	0.843772	False
2579	3.01073	3.74154	1.24273	1.01502	False
2580	0.730577	0.734115	1.00484	0.820723	False
2581	4.61559	5.7911	1.25468	1.02478	False
2582	0.73771	0.909511	1.23288	1.00698	False
2583	1.81852	1.99922	1.09937	0.89793	False
2584	1.5747	1.6351	1.03836	0.848096	False
2586	1.41238	1.60357	1.13537	0.927331	False
2587	1.31605	1.34779	1.02412	0.836464	False
2588	3.11555	3.9181	1.2576	1.02716	False
2589	2.4309	3.00829	1.23752	1.01077	False
2590	1.02658	0.981547	0.956137	0.780942	False
2592	1.41652	1.72472	1.21757	0.994474	False
2594	0.358784	0.404206	1.1266	0.92017	False
2595	1.54158	1.40099	0.9088	0.742278	False
2596	0.942677	1.09693	1.16364	0.950421	False
2597	1.15873	1.31933	1.1386	0.929971	False
2598	1.82412	2.13245	1.16903	0.954825	False
2599	0.645853	0.423165	0.655203	0.535149	False
2600	1.03812	1.23424	1.18891	0.971066	False
2602	0.687155	0.744728	1.08378	0.8852	False
2603	0.917946	1.0702	1.16586	0.95224	False
2605	0.955207	1.15261	1.20666	0.985562	False
2606	0.862075	0.873176	1.01288	0.827286	False
2607	0.6059	0.619837	1.023	0.835555	False
2608	0.913236	0.815072	0.892509	0.728972	False
2609	1.31695	1.25812	0.955332	0.780284	False
2610	0.412681	0.35449	0.858991	0.701596	False
2611	0.215765	0.22901	1.06139	0.866906	False
2612	1.3414	1.20949	0.901666	0.736452	False
2613	0.832207	0.921273	1.10702	0.90418	False
2617	1.52257	1.5079	0.990361	0.808894	False
2618	0.786768	0.946602	1.20315	0.982696	False
2619	1.08298	1.21293	1.12	0.914776	False
2620	0.768545	0.889079	1.15683	0.944865	False
2621	0.918697	0.947324	1.03116	0.842219	False
2622	0.613471	0.665669	1.08509	0.886264	False
2623	2.03956	2.32759	1.14122	0.932114	False
2624	0.690217	0.765132	1.10854	0.905418	False
2626	1.00903	0.917313	0.909107	0.742529	False
2628	1.29812	1.43284	1.10378	0.901534	False
2629	2.52658	3.24097	1.28275	1.04771	False
2630	0.518075	0.453405	0.875172	0.714812	False
2631	1.54962	1.64016	1.05843	0.86449	False
2632	1.66525	2.14347	1.28718	1.05132	False
2633	1.80655	1.5197	0.841221	0.687081	False
2634	0.752604	0.724146	0.962187	0.785883	False
2635	0.739732	0.748891	1.01238	0.82688	False
2636	0.915837	0.722538	0.788938	0.644379	False
2637	1.59246	1.66776	1.04729	0.855388	False
2638	1.09119	1.27935	1.17244	0.957608	False
2639	1.07096	1.25038	1.16753	0.953599	False
2642	0.611709	0.55756	0.911479	0.744466	False
2643	1.6389	1.73304	1.05744	0.863684	False
2644	0.715287	0.691102	0.966188	0.789151	False
2645	0.90264	1.00922	1.11807	0.913206	False
2646	1.82678	1.84591	1.01047	0.825322	False
2647	0.513783	0.486901	0.947679	0.774033	False
2649	1.11251	1.03852	0.933487	0.762442	False
2650	0.960931	1.20603	1.25507	1.0251	False
2651	1.2014	1.21089	1.0079	0.823223	False
2652	1.19909	1.23401	1.02912	0.840554	False
2653	1.03213	1.09629	1.06216	0.86754	False
2654	1.41768	1.43495	1.01218	0.826718	False
2655	0.647401	0.690565	1.06667	0.871223	False
2656	1.46409	1.40941	0.962658	0.786267	False
2657	1.11644	1.35214	1.21112	0.989203	False
2659	1.97034	1.9266	0.977803	0.798638	False
2660	1.80582	1.82679	1.01161	0.826251	False
2661	1.61211	1.87882	1.16544	0.951894	False
2662	1.21662	1.18865	0.977009	0.797989	False
2664	1.75198	1.92602	1.09934	0.897903	False
2665	1.33551	1.24989	0.935886	0.764401	False
2666	1.58268	1.67364	1.05747	0.863707	False
2668	0.826246	0.763065	0.923533	0.754311	False
2669	1.36359	1.36609	1.00183	0.818266	False
2670	2.54838	2.61548	1.02633	0.838275	False
2673	0.61191	0.61583	1.00641	0.821999	False
2674	0.925336	0.981511	1.06071	0.866351	False
2675	1.46118	1.83294	1.25443	1.02457	False
2677	2.82423	3.39207	1.20106	0.980988	False
2678	1.90062	1.91733	1.00879	0.823949	False
2679	1.0189	1.12972	1.10876	0.905601	False
2680	0.579575	0.596758	1.02965	0.840982	False
2681	0.812718	0.895658	1.10205	0.90012	False
2684	0.738488	0.5932	0.803262	0.656078	False
2690	0.515885	0.547054	1.06042	0.866114	False
2691	1.58026	1.61655	1.02296	0.835522	False
2697	1.63553	1.3994	0.855627	0.698848	False
2698	1.83592	1.85641	1.01116	0.825882	False
2712	0.782358	0.854628	1.09237	0.892216	False
2713	1.84031	1.43531	0.779925	0.637017	False
2714	2.01074	2.06093	1.02496	0.837156	False
2716	1.07821	0.719399	0.667214	0.544958	False
2724	0.730648	0.676236	0.925529	0.755942	False
2728	1.85055	1.33986	0.724035	0.591368	False
2734	2.08847	2.14722	1.02813	0.839742	False
2738	1.12801	1.03828	0.920459	0.7518	False
2752	1.04713	0.892808	0.852624	0.696396	False
2755	0.685118	0.612536	0.89406	0.730239	False
2759	0.848053	0.827346	0.975583	0.796824	False
2775	2.6343	2.81842	1.0699	0.873855	False
2794	0.76598	0.811088	1.05889	0.864866	False
2797	0.566524	0.509728	0.899746	0.734883	False
2802	1.32586	1.26179	0.951679	0.7773	False
2803	1.29205	1.38048	1.06844	0.87267	False
2806	1.60609	1.51112	0.940869	0.768471	False
2807	0.591653	0.468822	0.792395	0.647202	False
2808	1.98665	1.73882	0.87525	0.714876	False
2809	1.30932	1.33636	1.02065	0.833633	False
2811	0.469338	0.481717	1.02637	0.838309	False
2812	1.48804	1.79392	1.20556	0.984661	False
2814	1.70433	1.81095	1.06256	0.867862	False
2817	1.08501	1.12139	1.03353	0.844154	False
2825	0.279251	0.263415	0.943291	0.77045	False
2840	1.91967	1.81159	0.943697	0.770781	False
2845	1.4376	1.03161	0.717591	0.586105	False
2848	3.0231	4.1857	1.38457	1.13087	False
2855	0.91519	0.756825	0.826959	0.675433	False
2868	1.04759	0.902692	0.861687	0.703797	False
2876	1.78475	1.70746	0.956696	0.781398	False
2894	1.54176	0.887805	0.575838	0.470326	False
2896	0.434064	0.4183	0.963683	0.787104	False
2924	0.830823	0.843235	1.01494	0.828969	False
2930	0.713647	0.729305	1.02194	0.834688	False
2931	1.50055	1.18209	0.787771	0.643426	False
2932	1.66316	1.45444	0.874502	0.714264	False
2934	1.65872	1.70108	1.02554	0.837625	False
2936	1.50466	1.39689	0.928373	0.758265	False
2953	0.521149	0.36948	0.708972	0.579065	False
2956	0.423336	0.47939	1.13241	0.924917	False
2959	1.73068	1.00129	0.578555	0.472545	False
2960	0.958354	0.918369	0.958278	0.78269	False
2966	1.57756	1.55758	0.987335	0.806423	False
2970	0.550141	0.554246	1.00746	0.822861	False
2979	1.93117	2.02384	1.04798	0.85596	False
2988	1.18804	0.89595	0.754144	0.61596	False
2991	0.860864	0.76182	0.884948	0.722797	False
2998	0.877607	0.990259	1.12836	0.92161	False
3014	0.69363	0.678797	0.978615	0.799301	False
3023	1.0652	1.18522	1.11267	0.908794	False
3028	1.08979	0.971038	0.891029	0.727763	False
3031	0.648171	0.716625	1.10561	0.903027	False
3036	1.19253	1.09562	0.91874	0.750397	False
3038	1.00699	1.12367	1.11587	0.911408	False
3041	1.07308	0.914817	0.852515	0.696306	False
3044	0.613817	0.571757	0.931477	0.7608	False
3045	1.4088	1.61445	1.14597	0.935994	False
3056	1.78847	1.59862	0.893849	0.730067	False
3066	0.814208	0.629951	0.773697	0.631931	False
3068	0.706513	0.651668	0.922372	0.753363	False
3069	2.07399	2.36271	1.13921	0.930469	False
3073	1.43615	1.1518	0.802002	0.655049	False
3084	2.52253	2.6051	1.03273	0.843501	False
3097	1.4498	1.19567	0.824717	0.673602	False
3119	1.0999	0.754706	0.686158	0.560432	False
3151	1.2862	1.27443	0.990847	0.809291	False
3153	1.3369	1.59757	1.19498	0.976021	False
3168	1.29992	1.10014	0.846315	0.691242	False
3172	2.3413	2.53018	1.08067	0.882659	False
3174	2.65177	2.33156	0.879248	0.718141	False
3175	0.679743	0.620866	0.913383	0.746021	False
3195	2.11809	2.18317	1.03072	0.84186	False
3200	1.12233	1.17837	1.04993	0.857549	False
3202	0.981371	1.01079	1.02998	0.84125	False
3206	1.72673	1.66208	0.96256	0.786188	False
3209	1.85154	1.84797	0.998069	0.81519	False
3213	1.01104	1.11531	1.10313	0.901002	False
3252	0.736564	0.676445	0.918379	0.750102	False
3255	1.58078	1.81385	1.14744	0.937192	False
3280	0.757689	0.838468	1.10661	0.903844	False
3282	1.82996	1.4892	0.813788	0.664675	False
3334	2.70547	2.49038	0.920499	0.751833	False
3337	1.5173	1.39656	0.920421	0.75177	False
3347	1.55589	1.31257	0.843618	0.689039	False
3373	1.09765	1.01293	0.922817	0.753726	False
3389	3.21565	3.40985	1.06039	0.866093	False
3409	1.22607	0.764278	0.623356	0.509137	False
3431	1.16843	0.995153	0.851699	0.695639	False
3435	2.62367	2.05198	0.782102	0.638796	False
3436	2.46396	2.31663	0.940205	0.767928	False
3439	1.07171	0.944333	0.881149	0.719693	False
3440	0.493159	0.498092	1.01	0.824938	False
3445	0.984375	0.652602	0.662961	0.541485	False
3449	1.89526	1.65842	0.875036	0.714701	False
3450	1.46789	0.99808	0.679942	0.555354	False
3467	2.42351	2.41552	0.996705	0.814076	False
3493	1.74757	1.94722	1.11425	0.91008	False
3500	1.71557	1.75309	1.02187	0.834629	False
3512	3.4476	4.36695	1.26666	1.03457	False
3517	1.37689	1.48368	1.07756	0.880115	False
3532	2.55826	2.21856	0.867217	0.708314	False
3550	1.06058	0.980489	0.924487	0.755091	False
3566	2.69696	1.98557	0.736223	0.601323	False
3569	0.720937	0.689994	0.957079	0.781711	False
3582	0.658957	0.673165	1.02156	0.834377	False
3583	1.00403	0.955707	0.951874	0.77746	False
3584	1.00912	1.02921	1.0199	0.833024	False
3601	1.17769	1.09212	0.92734	0.757421	False
3605	0.906474	0.855108	0.943335	0.770485	False
3616	1.18072	0.857401	0.726168	0.59311	False
3633	1.46613	1.76317	1.2026	0.982243	False
3635	0.965065	0.900685	0.93329	0.762281	False
3637	2.15222	2.21694	1.03007	0.84133	False
3643	1.09223	0.877424	0.803333	0.656136	False
3651	1.84428	1.97526	1.07102	0.874773	False
3677	0.69838	0.800859	1.14674	0.936618	False
3685	0.938041	0.9169	0.977463	0.798359	False
3698	0.965128	0.925211	0.958641	0.782986	False
3699	0.841954	0.512024	0.608137	0.496707	False
3735	1.88535	1.56346	0.829271	0.677321	False
3758	1.28249	1.37037	1.06853	0.872736	False
3768	1.22709	0.945558	0.77057	0.629377	False
3774	1.86115	1.5757	0.846625	0.691496	False
3775	2.98826	2.82948	0.946864	0.773368	False
3776	1.464	1.4585	0.996246	0.813701	False
3777	0.782477	0.776564	0.992444	0.810596	False
3779	2.49055	2.90447	1.16619	0.952509	False
3780	1.74062	1.71183	0.983459	0.803257	False
3783	0.979324	0.83062	0.848156	0.692746	False
3785	0.806035	0.692942	0.859692	0.702168	False
3786	2.53585	1.86846	0.736816	0.601807	False
3793	1.25636	1.36907	1.08971	0.89004	False
3794	3.82275	4.36945	1.14301	0.933573	False
3807	1.10915	1.29907	1.17123	0.956623	False
3808	0.975565	0.956938	0.980906	0.801172	False
3811	0.744634	0.752285	1.01027	0.825159	False
3813	0.878242	0.840028	0.956488	0.781228	False
3818	0.953398	1.01441	1.06399	0.869035	False
3820	1.1448	1.05584	0.922297	0.753302	False
3832	2.57223	1.90714	0.741435	0.60558	False
3833	1.31929	1.01342	0.768159	0.627407	False
3846	0.702839	0.716256	1.01909	0.832359	False
3853	0.608576	0.446007	0.732869	0.598583	False
3858	1.40774	1.41379	1.00429	0.820275	False
3859	1.46593	1.56893	1.07026	0.874156	False
3870	0.299129	0.166528	0.55671	0.454702	False
3877	0.367688	0.31403	0.854068	0.697575	False
3878	0.808761	0.718558	0.888467	0.725671	False
