nstar	snr_ref	snr_t6	ratio	ratio_equal_area	in_ref_top50
1587	1.31524	2.03163	1.54468	1.26165	False
1588	1.04347	1.33204	1.27655	1.04264	False
1589	5.14616	7.09929	1.37953	1.12676	False
1590	1.3598	1.82756	1.34398	1.09772	False
1591	2.60472	3.7333	1.43328	1.17066	False
1592	1.53565	2.27278	1.48001	1.20883	False
1593	0.986481	1.24695	1.26404	1.03243	False
1594	1.08663	1.51096	1.3905	1.13572	False
1595	0.880028	1.1685	1.3278	1.0845	False
1596	1.04081	1.46255	1.4052	1.14772	False
1597	0.55733	0.78005	1.39962	1.14316	False
1598	0.682001	0.843753	1.23717	1.01048	False
1599	1.23228	1.62084	1.31531	1.07431	False
1600	0.987313	1.36611	1.38366	1.13013	False
1601	3.16512	4.3119	1.36232	1.1127	False
1602	1.91776	2.43594	1.2702	1.03746	False
1603	1.88496	2.50327	1.32802	1.08469	False
1604	1.00115	1.25519	1.25376	1.02403	False
1605	2.1925	2.98068	1.35949	1.11039	False
1606	0.894543	1.11641	1.24802	1.01934	False
1607	2.6395	3.4184	1.29509	1.05779	False
1608	1.4077	1.82674	1.29767	1.0599	False
1609	3.997	5.56336	1.39188	1.13684	False
1610	0.787544	1.03161	1.3099	1.06989	False
1611	1.11008	1.56626	1.41094	1.15241	False
1612	0.982196	1.19966	1.2214	0.997601	False
1613	0.824047	1.0288	1.24847	1.01971	False
1614	0.267184	0.31923	1.19479	0.975869	False
1615	1.35444	1.73594	1.28167	1.04682	False
1616	0.891848	1.16754	1.30913	1.06925	False
1617	2.25172	3.05557	1.35699	1.10835	False
1618	1.19786	1.62183	1.35393	1.10585	False
1621	1.59206	2.25643	1.4173	1.15761	False
1622	1.21009	1.64421	1.35875	1.10978	False
1623	0.531241	0.680104	1.28022	1.04564	False
1624	1.094	1.49912	1.37031	1.11923	False
1625	1.12675	1.4865	1.31928	1.07754	False
1627	1.34607	1.71198	1.27183	1.03879	False
1628	4.87283	7.54453	1.54828	1.26459	False
1629	0.857373	1.10751	1.29175	1.05506	False
1630	1.21908	1.65043	1.35383	1.10577	False
1631	0.700206	0.871953	1.24528	1.0171	False
1632	1.31117	1.84096	1.40406	1.14679	False
1634	1.49054	2.08792	1.40078	1.14411	False
1635	0.532803	0.66009	1.2389	1.01189	False
1636	0.46965	0.56625	1.20568	0.984764	False
1637	1.19346	1.60584	1.34554	1.09899	False
1638	4.55972	5.60145	1.22846	1.00337	False
1640	1.10537	1.48163	1.3404	1.09479	False
1641	0.439991	0.608318	1.38257	1.12924	False
1642	1.84263	2.49797	1.35566	1.10726	False
1643	1.44917	2.11702	1.46085	1.19318	False
1644	3.69392	5.20287	1.4085	1.15041	False
1645	1.3554	1.97757	1.45903	1.19169	False
1646	4.0421	6.6672	1.64944	1.34721	False
1647	1.08566	1.44625	1.33214	1.08805	False
1648	1.02073	1.35276	1.32529	1.08245	False
1649	4.61478	6.59238	1.42854	1.16678	False
1651	1.72617	2.33207	1.35101	1.10346	False
1652	0.717081	0.90269	1.25884	1.02818	False
1653	1.0881	1.43182	1.31589	1.07478	False
1654	4.82817	7.443	1.54158	1.25911	False
1655	1.39407	1.9141	1.37303	1.12145	False
1656	0.662244	0.836943	1.2638	1.03223	False
1657	4.01111	5.91821	1.47546	1.2051	False
1658	2.78026	3.92893	1.41316	1.15422	False
1659	1.56368	2.07063	1.3242	1.08157	False
1660	2.46451	3.31513	1.34515	1.09867	False
1661	1.40295	1.89621	1.35159	1.10394	False
1662	0.725934	1.00309	1.38179	1.1286	False
1663	3.65087	4.84436	1.3269	1.08377	False
1664	2.26667	3.31891	1.46422	1.19593	False
1665	4.67808	6.46098	1.38112	1.12805	False
1666	4.85991	6.85689	1.41091	1.15239	False
1667	0.898592	1.30587	1.45324	1.18696	False
1669	0.711072	0.949169	1.33484	1.09026	False
1670	0.823925	1.13015	1.37167	1.12033	False
1671	1.2374	1.64852	1.33224	1.08813	False
1672	0.5353	0.674892	1.26077	1.02976	False
1673	1.29936	1.98667	1.52895	1.2488	False
1674	0.608307	0.750852	1.23433	1.00816	False
1675	1.43547	2.04055	1.42152	1.16105	False
1676	1.83943	2.45947	1.33708	1.09209	False
1677	2.02323	2.67695	1.32311	1.08067	False
1678	0.493617	0.60486	1.22536	1.00084	False
1679	2.02315	2.66311	1.31632	1.07513	False
1680	0.554039	0.717757	1.2955	1.05812	False
1681	2.17165	2.83757	1.30664	1.06722	False
1682	1.1119	1.41881	1.27603	1.04222	False
1683	0.616655	0.865357	1.40331	1.14618	False
1684	1.62538	2.10632	1.29589	1.05844	False
1685	3.15355	4.26199	1.35149	1.10385	False
1686	1.48916	1.88352	1.26482	1.03307	False
1687	1.48688	1.82163	1.22514	1.00065	False
1688	0.770313	1.34202	1.74218	1.42295	False
1690	4.69219	7.02835	1.49788	1.22342	False
1691	1.73426	2.62131	1.51149	1.23454	False
1692	1.14834	1.50404	1.30975	1.06976	False
1694	1.08166	1.40434	1.29832	1.06042	False
1695	2.38164	3.83816	1.61156	1.31627	False
1696	1.43812	1.8841	1.31011	1.07005	False
1697	1.23843	1.48689	1.20063	0.980632	False
1698	0.602709	0.87193	1.44669	1.18161	False
1699	0.529797	0.642228	1.21221	0.990097	False
1700	1.15324	1.65736	1.43713	1.1738	False
1701	2.21209	3.29993	1.49177	1.21843	False
1702	0.694167	0.953636	1.37378	1.12206	False
1703	1.1009	1.41871	1.28868	1.05255	False
1704	0.993708	1.20239	1.21001	0.988294	False
1705	0.42831	0.558405	1.30374	1.06485	False
1706	1.60653	2.17282	1.35249	1.10467	False
1707	1.18815	1.56965	1.32109	1.07902	False
1708	0.972565	1.40412	1.44373	1.17919	False
1709	3.41417	4.76158	1.39465	1.13911	False
1710	2.72885	4.00199	1.46655	1.19783	False
1711	0.990222	1.25028	1.26263	1.03127	False
1712	0.370857	0.447173	1.20578	0.984844	False
1713	0.79015	0.965412	1.22181	0.997933	False
1714	0.592981	0.74892	1.26297	1.03156	False
1715	0.995143	1.42609	1.43305	1.17047	False
1716	1.31126	1.64871	1.25735	1.02696	False
1717	1.41406	1.90046	1.34397	1.09771	False
1718	2.86338	3.88527	1.35688	1.10825	False
1719	4.59438	6.13269	1.33482	1.09024	False
1721	1.96637	2.64581	1.34553	1.09898	False
1722	4.56516	6.37565	1.39659	1.14069	False
1724	1.53135	2.21002	1.44318	1.17875	False
1726	0.989371	1.27962	1.29337	1.05638	False
1727	0.775011	1.02222	1.31897	1.0773	False
1728	1.61451	2.03096	1.25794	1.02744	False
1729	0.917853	1.20723	1.31528	1.07428	False
1730	0.764342	1.12481	1.4716	1.20196	False
1731	1.05966	1.3286	1.2538	1.02406	False
1732	3.92289	5.70158	1.45341	1.1871	False
1734	1.45284	1.82268	1.25457	1.02469	False
1735	3.91265	5.31526	1.35848	1.10956	False
1736	0.566268	0.658364	1.16264	0.949603	False
1737	1.23417	1.7011	1.37834	1.12579	False
1738	1.25241	1.74368	1.39226	1.13715	False
1739	1.1743	1.47241	1.25387	1.02412	False
1741	0.46026	0.539135	1.17137	0.956737	False
1742	2.38566	3.32272	1.39279	1.13759	False
1743	1.58651	1.913	1.20579	0.984852	False
1744	1.36276	1.75246	1.28596	1.05033	False
1745	1.51988	2.09595	1.37903	1.12634	False
1746	1.39244	1.80369	1.29534	1.05799	False
1747	0.749692	0.989945	1.32047	1.07852	False
1748	3.34891	5.02017	1.49905	1.22437	False
1749	0.983632	1.15331	1.1725	0.957661	False
1750	0.974776	1.19733	1.22832	1.00325	False
1752	0.970902	1.26988	1.30794	1.06828	False
1753	1.00287	1.30678	1.30304	1.06428	False
1754	1.7613	2.26236	1.28449	1.04913	False
1755	1.35166	1.97374	1.46023	1.19267	False
1756	0.7869	1.15089	1.46256	1.19457	False
1757	2.54085	3.4918	1.37426	1.12245	False
1758	0.757795	0.933183	1.23144	1.0058	False
1760	2.36905	3.48476	1.47095	1.20142	False
1761	1.51555	1.89917	1.25312	1.02351	False
1762	0.647837	0.958241	1.47914	1.20811	False
1763	0.586144	0.868477	1.48168	1.21019	False
1765	1.29896	1.58871	1.22307	0.998962	False
1766	1.5823	2.21084	1.39723	1.14121	False
1767	0.653266	0.749324	1.14704	0.936866	False
1768	1.32189	1.75018	1.324	1.0814	False
1769	1.0728	1.46718	1.36762	1.11702	False
1770	1.93813	2.89941	1.49599	1.22187	False
1771	0.786993	1.02503	1.30246	1.06381	False
1772	1.06363	1.36405	1.28245	1.04746	False
1773	0.454198	0.562595	1.23866	1.01169	False
1774	1.38298	1.77899	1.28635	1.05065	False
1775	0.404202	0.490313	1.21304	0.990769	False
1776	2.17317	2.97801	1.37035	1.11926	False
1777	0.633911	0.781596	1.23297	1.00705	False
1778	1.27925	1.77423	1.38693	1.1328	False
1779	1.48214	2.0245	1.36593	1.11564	False
1780	1.58001	2.11965	1.34155	1.09573	False
1781	1.56907	2.18914	1.39518	1.13954	False
1782	1.44436	1.82105	1.26079	1.02977	False
1783	0.843585	1.12896	1.33829	1.09307	False
1784	2.74457	3.73074	1.35931	1.11024	False
1785	1.86136	2.69927	1.45016	1.18445	False
1786	3.80946	6.31303	1.6572	1.35355	False
1787	0.924722	1.23016	1.3303	1.08655	False
1788	0.667931	0.848866	1.27089	1.03802	False
1789	0.938531	1.25505	1.33724	1.09222	False
1790	0.556114	0.679088	1.22113	0.997379	False
1792	6.45452	9.77148	1.5139	1.2365	False
1793	3.46377	4.98035	1.43784	1.17438	False
1794	1.79362	2.23908	1.24836	1.01962	False
1795	0.832884	1.01833	1.22266	0.998626	False
1796	3.37118	5.00188	1.48372	1.21185	False
1797	1.06807	1.3765	1.28877	1.05263	False
1798	0.483915	0.554158	1.14516	0.935326	False
1799	1.03126	1.31942	1.27943	1.045	False
1801	1.07254	1.372	1.2792	1.04481	False
1802	0.912429	1.1728	1.28537	1.04984	False
1803	1.69919	2.25033	1.32436	1.08169	False
1805	1.61568	2.1033	1.3018	1.06327	False
1806	3.29711	4.65821	1.41282	1.15394	False
1807	3.49318	5.08777	1.45649	1.18961	False
1808	1.68437	2.26766	1.34629	1.09961	False
1809	1.04138	1.42186	1.36537	1.11519	False
1810	0.785702	0.991304	1.26168	1.0305	False
1811	2.36928	3.1873	1.34526	1.09876	False
1812	1.07761	1.34779	1.25072	1.02155	False
1813	0.950478	1.21555	1.27888	1.04455	False
1814	3.27685	4.46915	1.36386	1.11395	False
1815	1.83087	2.39127	1.30609	1.06677	False
1816	0.975328	1.37887	1.41375	1.1547	False
1817	1.65591	2.18335	1.31852	1.07693	False
1818	1.14055	1.46431	1.28385	1.04861	False
1820	1.93837	2.68905	1.38727	1.13308	False
1821	1.02761	1.24734	1.21383	0.991413	False
1823	0.502817	0.633069	1.25904	1.02835	False
1824	1.04014	1.36696	1.31421	1.0734	False
1825	1.1706	1.40233	1.19796	0.978454	False
1826	1.26497	1.71893	1.35887	1.10988	False
1827	3.94236	5.66719	1.43751	1.17411	False
1828	1.19584	1.44133	1.20529	0.98444	False
1829	1.48121	1.72861	1.16703	0.953188	False
1830	1.50367	2.06719	1.37476	1.12286	False
1831	1.71121	2.27362	1.32866	1.08521	False
1833	0.577415	0.711966	1.23302	1.00709	False
1834	0.527826	0.675993	1.28071	1.04604	False
1835	1.45918	1.85665	1.27239	1.03925	False
1836	0.809782	0.98957	1.22202	0.998106	False
1837	1.02216	1.37167	1.34193	1.09605	False
1838	2.12525	2.83128	1.33221	1.0881	False
1839	0.807016	1.04861	1.29937	1.06128	False
1840	1.11547	1.49843	1.34332	1.09718	False
1841	1.66039	2.1521	1.29614	1.05865	False
1842	1.89893	2.73708	1.44138	1.17727	False
1843	0.850795	1.1656	1.37001	1.11898	False
1844	0.919531	1.09119	1.18668	0.969239	False
1845	0.959542	1.14239	1.19056	0.972413	False
1846	0.664991	0.879636	1.32278	1.0804	False
1847	1.48017	1.84018	1.24322	1.01542	False
1848	1.28049	1.71205	1.33702	1.09203	False
1849	1.70959	2.41456	1.41236	1.15357	False
1850	0.876075	1.13659	1.29737	1.05965	False
1851	1.17356	1.46124	1.24513	1.01698	False
1852	1.42802	1.72544	1.20827	0.986876	False
1854	1.05799	1.42567	1.34753	1.10062	False
1855	0.567831	0.686573	1.20911	0.987564	False
1856	0.442448	0.483885	1.09365	0.89326	False
1857	0.691774	0.87034	1.25813	1.0276	False
1858	3.06367	4.18952	1.36748	1.11692	False
1859	3.00739	4.87878	1.62226	1.32501	False
1860	1.11452	1.32491	1.18878	0.970954	False
1862	2.01034	2.90656	1.44581	1.18089	False
1863	0.561431	0.715789	1.27494	1.04133	False
1864	1.32695	1.78896	1.34817	1.10114	False
1865	2.42631	3.22582	1.32952	1.08591	False
1866	0.710515	0.926334	1.30375	1.06486	False
1867	0.475442	0.568927	1.19663	0.977367	False
1868	1.37638	2.00737	1.45844	1.1912	False
1869	1.41937	1.86635	1.31491	1.07398	False
1870	1.92145	2.53712	1.32042	1.07847	False
1871	3.13267	4.4323	1.41486	1.15561	False
1872	0.946866	1.2195	1.28793	1.05194	False
1873	0.549806	0.662925	1.20575	0.984813	False
1874	0.963371	1.24325	1.29052	1.05406	False
1875	1.26704	1.70613	1.34654	1.09981	False
1876	0.684666	0.980633	1.43228	1.16984	False
1878	2.09923	2.34724	1.11814	0.913263	False
1879	2.2285	3.28257	1.473	1.20309	False
1880	1.6186	1.98891	1.22878	1.00363	False
1881	1.00154	1.3824	1.38028	1.12737	False
1882	0.811762	1.05655	1.30156	1.06307	False
1883	0.932201	1.16713	1.25202	1.02261	False
1884	0.961249	1.20098	1.2494	1.02047	False
1885	1.70564	2.31293	1.35605	1.10757	False
1886	1.42222	1.88457	1.32509	1.08229	False
1887	0.623485	0.748971	1.20127	0.981155	False
1888	1.23859	1.54311	1.24585	1.01757	False
1889	0.632493	0.72153	1.14077	0.931744	False
1891	0.456387	0.555255	1.21663	0.993704	False
1892	1.09552	1.52576	1.39273	1.13753	False
1893	1.29517	1.64668	1.27139	1.03843	False
1894	0.740798	1.06957	1.44381	1.17925	False
1895	0.674428	0.756482	1.12166	0.916139	False
1896	1.33584	1.71956	1.28726	1.05139	False
1897	0.896809	0.962615	1.07338	0.876699	False
1898	1.20735	1.66136	1.37604	1.1239	False
1899	1.45211	2.01459	1.38736	1.13315	False
1900	0.790714	0.951736	1.20364	0.983095	False
1902	2.73905	3.98296	1.45414	1.18769	False
1903	3.48328	4.98072	1.4299	1.16789	False
1904	0.611239	0.66882	1.0942	0.893709	False
1905	0.744629	0.924128	1.24106	1.01366	False
1906	3.41147	4.75217	1.393	1.13775	False
1909	0.74977	0.991628	1.32258	1.08024	False
1910	0.822464	0.980792	1.1925	0.973999	False
1911	1.32994	1.56167	1.17424	0.959081	False
1912	0.941613	1.18937	1.26312	1.03167	False
1913	1.55968	2.03252	1.30317	1.06438	False
1914	1.33287	1.68576	1.26476	1.03301	False
1915	0.616744	0.707042	1.14641	0.936351	False
1916	1.00205	1.33147	1.32874	1.08527	False
1917	0.971281	1.22278	1.25894	1.02826	False
1918	1.58829	2.05951	1.29668	1.05909	False
1919	1.62816	2.03446	1.24955	1.02059	False
1920	1.24002	1.54868	1.24891	1.02007	False
1921	9.74076	15.2881	1.5695	1.28191	True
1922	3.23149	4.42158	1.36828	1.11756	False
1923	2.24909	3.06481	1.36269	1.113	False
1924	3.15625	5.18423	1.64253	1.34156	False
1925	1.36041	1.98894	1.46201	1.19412	False
1926	1.59775	1.96596	1.23046	1.005	False
1928	0.378287	0.395198	1.0447	0.853281	False
1929	0.684195	0.91279	1.33411	1.08966	False
1930	1.53759	2.07753	1.35116	1.10358	False
1931	1.23311	1.52884	1.23982	1.01265	False
1933	0.471145	0.564795	1.19877	0.979118	False
1934	0.597159	0.769974	1.2894	1.05314	False
1935	0.405677	0.443587	1.09345	0.893091	False
1936	0.614775	0.616881	1.00343	0.819566	False
1937	1.38759	1.99259	1.436	1.17288	False
1938	0.814343	1.00336	1.23211	1.00635	False
1939	2.46998	3.27045	1.32408	1.08147	False
1940	0.927561	1.17462	1.26635	1.03432	False
1941	1.60812	1.97751	1.2297	1.00438	False
1942	1.15076	1.5022	1.3054	1.06621	False
1943	0.992824	1.20503	1.21374	0.991344	False
1944	5.81363	5.45214	0.937821	0.765981	False
1945	4.68351	6.81061	1.45417	1.18772	False
1946	2.91744	3.92531	1.34546	1.09893	False
1947	1.59775	2.01647	1.26207	1.03081	False
1948	2.9539	3.8733	1.31125	1.07099	False
1949	1.30017	1.61716	1.2438	1.0159	False
1950	2.04086	2.72863	1.337	1.09202	False
1951	2.62146	3.41316	1.30201	1.06344	False
1952	0.193566	0.239296	1.23625	1.00973	False
1953	2.42197	3.35	1.38317	1.12973	False
1954	4.20555	6.19383	1.47277	1.20291	False
1955	0.957706	1.2931	1.3502	1.1028	False
1956	1.70831	2.50139	1.46424	1.19595	False
1957	4.63092	6.91847	1.49397	1.22023	False
1958	5.9204	8.59175	1.45121	1.1853	False
1959	1.18399	1.50725	1.27302	1.03976	False
1962	0.939111	1.3431	1.43019	1.16813	False
1963	0.58824	0.626207	1.06454	0.869484	False
1965	1.81086	2.38469	1.31689	1.07559	False
1966	1.50028	1.75388	1.16903	0.954828	False
1967	0.843027	1.05455	1.25091	1.0217	False
1968	0.734333	0.776421	1.05731	0.86358	False
1970	1.09454	1.19153	1.08862	0.889146	False
1971	4.97422	7.27921	1.46339	1.19525	False
1972	2.17932	2.6723	1.22621	1.00153	False
1973	0.805745	0.976592	1.21204	0.989951	False
1974	2.4234	3.07518	1.26895	1.03644	False
1975	3.12361	4.16681	1.33397	1.08955	False
1976	2.2515	3.32937	1.47874	1.20778	False
1977	0.63622	0.83825	1.31755	1.07613	False
1978	0.492477	0.638919	1.29736	1.05964	False
1980	1.01009	1.2534	1.24088	1.01351	False
1981	0.664797	0.901877	1.35662	1.10804	False
1982	1.28229	1.59112	1.24085	1.01348	False
1983	2.17119	2.76074	1.27153	1.03855	False
1984	0.803917	0.86618	1.07745	0.880025	False
1986	2.16429	2.61975	1.21045	0.988654	False
1987	1.10052	1.33032	1.20881	0.987315	False
1988	5.06427	7.2786	1.43725	1.17389	False
1989	0.587542	0.654891	1.11463	0.910393	False
1990	5.45084	8.16041	1.49709	1.22277	False
1991	2.37796	3.10244	1.30467	1.06561	False
1992	0.600611	0.703823	1.17184	0.957125	False
1993	0.696333	0.864068	1.24088	1.01351	False
1994	0.494045	0.564229	1.14206	0.932797	False
1995	0.982776	1.27322	1.29553	1.05815	False
1996	0.922025	1.0921	1.18446	0.967425	False
1997	0.891517	1.17063	1.31307	1.07248	False
1998	1.47641	1.97919	1.34054	1.09491	False
1999	1.19186	1.57844	1.32436	1.08169	False
2000	1.98697	2.51729	1.2669	1.03476	False
2001	0.704369	0.91468	1.29858	1.06064	False
2003	0.922	1.17159	1.27071	1.03787	False
2004	1.4876	2.0164	1.35547	1.10711	False
2005	1.63719	2.31658	1.41497	1.1557	False
2006	0.655697	0.899564	1.37192	1.12054	False
2007	1.25159	1.5181	1.21293	0.990681	False
2008	0.86937	1.00518	1.15622	0.94436	False
2009	0.988987	1.13328	1.1459	0.935935	False
2010	0.79885	0.996267	1.24713	1.01861	False
2011	1.72828	2.32512	1.34534	1.09883	False
2012	2.8177	3.96819	1.40831	1.15026	False
2013	1.12082	1.35617	1.20998	0.988275	False
2014	0.849379	0.898281	1.05757	0.863791	False
2015	0.902115	1.23387	1.36775	1.11713	False
2016	2.80979	3.5719	1.27123	1.0383	False
2017	0.475514	0.566599	1.19155	0.973221	False
2018	1.84427	2.44884	1.32781	1.08451	False
2019	1.63206	2.06042	1.26247	1.03114	False
2020	0.672749	0.801236	1.19099	0.97276	False
2021	0.826236	1.04346	1.26291	1.0315	False
2022	1.53729	1.91171	1.24356	1.0157	False
2023	0.802231	0.945571	1.17868	0.962704	False
2024	0.816129	1.13833	1.39479	1.13922	False
2025	0.876994	1.00868	1.15016	0.939411	False
2026	0.663053	0.869823	1.31185	1.07147	False
2027	5.10118	7.29965	1.43097	1.16877	False
2028	0.852256	1.07202	1.25786	1.02738	False
2029	1.65596	2.03961	1.23168	1.006	False
2030	1.3266	1.51947	1.14538	0.93551	False
2031	0.408452	0.395187	0.967524	0.790242	False
2032	0.591951	0.655091	1.10666	0.903887	False
2033	0.420877	0.420643	0.999445	0.816314	False
2034	0.401891	0.533699	1.32797	1.08464	False
2035	0.837186	1.03985	1.24208	1.01449	False
2036	4.33648	5.77259	1.33117	1.08725	False
2037	0.58145	0.712429	1.22526	1.00075	False
2038	1.88208	2.60327	1.38319	1.12974	False
2039	0.704296	0.848642	1.20495	0.984164	False
2040	0.811723	0.916792	1.12944	0.92249	False
2041	0.898178	1.1264	1.2541	1.02431	False
2042	1.10297	1.40728	1.2759	1.04212	False
2043	0.702976	0.83943	1.19411	0.975309	False
2044	0.547695	0.69876	1.27582	1.04205	False
2045	1.11941	1.35692	1.21217	0.990059	False
2046	0.682854	0.685169	1.00339	0.819536	False
2047	1.11618	1.37273	1.22984	1.00449	False
2049	3.51564	4.42504	1.25867	1.02804	False
2050	1.36517	1.65329	1.21105	0.98915	False
2051	1.09198	1.30443	1.19455	0.97567	False
2054	1.01074	1.23647	1.22333	0.999177	False
2055	0.956061	1.16878	1.2225	0.998496	False
2056	1.90177	2.44182	1.28397	1.04871	False
2057	1.75012	2.4367	1.3923	1.13719	False
2058	1.39293	1.73086	1.2426	1.01492	False
2059	1.61075	2.2135	1.37421	1.12241	False
2060	0.918927	1.11019	1.20814	0.98677	False
2061	0.699724	0.79484	1.13593	0.927793	False
2063	2.22783	2.94646	1.32257	1.08023	False
2064	2.25899	2.9313	1.29762	1.05985	False
2065	1.95524	2.38613	1.22038	0.996763	False
2066	1.13897	1.42527	1.25136	1.02207	False
2067	0.748798	0.867225	1.15816	0.945943	False
2069	1.07218	1.10459	1.03023	0.841456	False
2070	0.589533	0.693153	1.17577	0.960327	False
2071	2.60423	3.68392	1.41459	1.15539	False
2072	1.23637	1.73105	1.40011	1.14356	False
2073	1.65686	2.2596	1.36379	1.1139	False
2074	1.49206	2.06224	1.38214	1.12889	False
2075	0.241852	0.294918	1.21942	0.995982	False
2076	0.549167	0.645132	1.17475	0.959494	False
2077	0.698878	0.822214	1.17648	0.960908	False
2078	1.11505	1.36326	1.22259	0.998575	False
2079	1.01132	1.22629	1.21256	0.990381	False
2080	0.908993	1.20018	1.32033	1.07841	False
2081	1.12899	1.29869	1.15031	0.939538	False
2082	0.725299	0.959642	1.3231	1.08066	False
2083	1.05475	1.33743	1.26801	1.03567	False
2084	0.632615	0.798257	1.26184	1.03063	False
2085	0.64883	0.794982	1.22525	1.00075	False
2086	4.69188	5.71457	1.21797	0.994797	False
2087	2.50302	3.3661	1.34482	1.0984	False
2088	0.722664	0.889435	1.23077	1.00526	False
2089	1.15573	1.54515	1.33694	1.09197	False
2091	0.96059	1.16062	1.20823	0.986845	False
2092	2.02273	2.59757	1.28419	1.04889	False
2093	0.838937	0.937877	1.11793	0.913092	False
2094	0.931618	1.12063	1.20289	0.982478	False
2095	2.15084	2.86941	1.33409	1.08964	False
2096	0.685334	0.836993	1.22129	0.997512	False
2097	3.56206	4.95084	1.38988	1.13521	False
2098	3.07087	4.28502	1.39538	1.1397	False
2099	1.25902	1.63408	1.2979	1.06008	False
2101	4.71666	6.21513	1.3177	1.07625	False
2102	2.52608	3.47704	1.37646	1.12425	False
2103	0.914745	1.03281	1.12907	0.922187	False
2104	1.51215	1.70826	1.12968	0.92269	False
2105	2.40663	3.19054	1.32573	1.08281	False
2106	0.755979	0.964697	1.27609	1.04227	False
2108	0.699248	1.02889	1.47143	1.20181	False
2109	2.63726	3.43248	1.30153	1.06305	False
2110	0.719479	0.876482	1.21822	0.995	False
2112	0.337359	0.418692	1.24109	1.01368	False
2114	0.760432	0.898565	1.18165	0.965133	False
2115	0.605511	0.761574	1.25774	1.02728	False
2116	0.509917	0.493489	0.967784	0.790455	False
2118	4.7507	7.17375	1.51004	1.23335	False
2120	1.51861	1.59257	1.0487	0.856542	False
2121	2.07319	2.09446	1.01026	0.825147	False
2122	0.695759	0.740235	1.06392	0.868979	False
2123	1.79404	2.21925	1.23702	1.01035	False
2124	0.990503	0.984436	0.993875	0.811765	False
2125	1.39403	1.87917	1.34801	1.10101	False
2126	0.902669	1.0187	1.12854	0.921755	False
2127	1.19662	1.49063	1.2457	1.01744	False
2128	1.84782	2.13285	1.15425	0.942753	False
2129	1.17294	1.41539	1.2067	0.985594	False
2130	0.748742	0.87121	1.16356	0.950361	False
2131	0.97186	1.08483	1.11624	0.911706	False
2132	1.24846	1.41235	1.13127	0.923983	False
2133	0.603127	0.608291	1.00856	0.82376	False
2134	1.20587	1.44223	1.19601	0.976864	False
2135	0.560802	0.846451	1.50936	1.2328	False
2136	1.27478	1.55712	1.22148	0.997666	False
2137	0.441287	0.493749	1.11888	0.913868	False
2138	0.559312	0.718596	1.28478	1.04937	False
2139	0.372201	0.353811	0.950591	0.776412	False
2140	3.94008	5.11392	1.29792	1.0601	False
2141	1.46332	1.86754	1.27623	1.04239	False
2142	2.42271	3.4144	1.40933	1.1511	False
2143	1.5241	1.90439	1.24952	1.02057	False
2144	1.95141	2.75803	1.41336	1.15438	False
2145	0.892727	1.07181	1.2006	0.980614	False
2146	1.29705	1.65562	1.27646	1.04257	False
2147	0.393314	0.466267	1.18548	0.968262	False
2148	0.553657	0.70644	1.27595	1.04216	False
2149	0.914415	1.21083	1.32415	1.08153	False
2150	1.7102	2.38014	1.39173	1.13672	False
2152	1.74719	2.14479	1.22757	1.00264	False
2154	4.27022	5.57703	1.30603	1.06672	False
2157	1.57399	1.96105	1.24591	1.01762	False
2158	1.08545	1.4985	1.38053	1.12757	False
2159	1.72548	1.97166	1.14268	0.9333	False
2160	0.838253	0.944805	1.12711	0.920587	False
2161	2.14282	2.91532	1.36051	1.11122	False
2163	0.631742	0.789174	1.2492	1.02031	False
2164	1.14254	1.35336	1.18452	0.967476	False
2165	0.947165	1.05002	1.1086	0.905466	False
2166	0.955199	1.15828	1.2126	0.990414	False
2168	5.01492	7.28797	1.45326	1.18697	False
2170	1.32672	1.90708	1.43744	1.17405	False
2171	2.30985	3.09838	1.34137	1.09559	False
2173	2.41377	2.97999	1.23458	1.00836	False
2174	2.11689	2.65922	1.2562	1.02602	False
2175	2.13444	2.68639	1.25859	1.02798	False
2177	1.13502	1.53304	1.35067	1.10318	False
2178	2.91967	3.61214	1.23718	1.01048	False
2179	1.65539	2.00748	1.2127	0.99049	False
2180	0.901466	1.11757	1.23973	1.01257	False
2181	3.10812	4.05607	1.30499	1.06587	False
2182	1.14621	1.33891	1.16813	0.954088	False
2183	0.421171	0.420301	0.997933	0.815079	False
2185	1.19949	1.49276	1.2445	1.01646	False
2186	2.01473	2.7049	1.34256	1.09656	False
2187	2.60788	3.61518	1.38625	1.13224	False
2188	0.446684	0.541128	1.21143	0.989459	False
2189	3.5143	5.20404	1.48082	1.20949	False
2190	0.217014	0.247698	1.14139	0.932253	False
2191	1.36644	1.59896	1.17016	0.95575	False
2192	0.950653	1.0433	1.09745	0.896365	False
2193	0.916801	1.2035	1.31271	1.07218	False
2194	1.2856	1.52988	1.19002	0.971968	False
2195	0.910346	1.1079	1.21701	0.99401	False
2196	4.39728	5.95945	1.35526	1.10693	False
2197	0.902098	0.941994	1.04423	0.852889	False
2200	0.871807	1.11105	1.27442	1.0409	False
2202	2.44993	3.35868	1.37093	1.11973	False
2204	1.08676	1.45362	1.33758	1.09249	False
2205	1.06249	1.35664	1.27685	1.04289	False
2206	2.93417	3.43805	1.17173	0.957031	False
2207	0.874841	0.977339	1.11716	0.912461	False
2208	0.981751	1.23813	1.26114	1.03006	False
2209	0.862721	0.904337	1.04824	0.856167	False
2210	0.795436	0.865209	1.08772	0.888411	False
